Item Code / SKU,Item Key,Supplier Name,Assigned Supplier ID,Assigned Supplier Name,Supplier Source,Is Discontinued,Discontinued Date,Discontinued Reason,Item Name,Category / Size / Type,Total Sales Qty,Overall Monthly Velocity Qty,Recent Period Sales Qty,Recent Monthly Velocity Qty,Weighted Velocity Qty,Velocity Percentile,Velocity Class,Sales Frequency %,Recent Sales Frequency %,Older Avg Monthly Sales Qty,Recent Avg Monthly Sales Qty,Trend Change %,Sales Trend,Monthly Sales Std Dev,Sales CV,Consistency Class,Current Stock Qty,Stock Coverage Months,Recent Stock Coverage Months,Relevant Velocity Qty,Suggested Target Cover Months,Required Stock Qty,Exact Purchase Requirement Qty,Box / Pack Quantity,Rounded PO Qty,Final PO Quantity,Stock After PO Qty,Stock Cover After PO Months,Extra Stock Due To Rounding,Overstock After PO Flag,Purchase Price,Estimated Purchase Value,Purchase Priority,Stock Risk Level,PO Optimization Decision,Budget Priority Score,Included In Budget PO,Deferred Reason,Budget Approved PO Quantity,Budget Approved PO Value,Reason for Recommendation,Target Stock Cover,Reason
VAY BAND 11510,VAY BAND 11510,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,Yes,2026-06-28,Not required,VAY BAND 11510,,40000.0,1000.0,0.0,0.0,300.0,72.83464566929135,Dormant,45.0,0.0,1176.4705882352941,0.0,-100.0,Dormant Item,1366.0724161455887,1.3660724161455886,Dormant,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,No Purchase,Low Stock Risk,Discontinued Item - Do Not Purchase,0.0,No,Discontinued item - not eligible for purchase,0.0,0.0,Item is marked discontinued. Do not reorder. Sell down or liquidate existing stock.,0.0,Item is marked discontinued. Do not reorder. Sell down or liquidate existing stock.
VAY BAND 11510(0.5X22),VAY BAND 11510(0.5X22),RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,Yes,2026-06-28,Will do .45*22,VAY BAND 11510(0.5X22),,2250.0,56.25,2250.0,375.0,279.375,71.25984251968504,Medium Moving,5.0,33.33333333333333,0.0,375.0,0.0,New Moving Item,317.6814038608089,5.647669401969936,Irregular,200.0,3.5555555555555554,0.5333333333333333,375.0,0.0,0.0,0.0,1300.0,0.0,0.0,1500.0,4.0,562.5,No,3.39,0.0,No Purchase,High Stock Risk,Discontinued Item - Do Not Purchase,9370.593,No,Discontinued item - not eligible for purchase,0.0,0.0,Item is marked discontinued. Do not reorder. Sell down or liquidate existing stock.,0.0,Item is marked discontinued. Do not reorder. Sell down or liquidate existing stock.
