Date,Rate,CGST%,Qty,CGST,SGST%,SGST,SlNo,Amount,IGST%,Qty,Item Name,IGST,Invoice No
08-07-24,4.33,9.00,50,194.85,9.00,194.85,1964,2554.70,0.00,500.00,VAY BAND 19071,0.00,50
08-07-24,4.33,9.00,300,97.42,9.00,97.42,1965,1277.34,0.00,250.00,VAY BAND 19079,0.00,300
08-07-24,4.33,9.00,50,97.42,9.00,97.42,1966,1277.34,0.00,250.00,VAY BAND 19071,0.00,50
08-07-24,4.33,9.00,0,292.27,9.00,292.27,1967,3832.04,0.00,750.00,VAY BAND 1043 (0.5 MM),0.00,0
08-07-24,4.42,9.00,50,159.12,9.00,159.12,1968,2086.24,0.00,400.00,VAY BAND 1003 (0.5 MM),0.00,50
08-07-24,4.42,9.00,5200,99.45,9.00,99.45,1969,1303.90,0.00,250.00,VAY BAND 1873,0.00,5200
08-07-24,4.42,9.00,0,79.56,9.00,79.56,1970,1043.12,0.00,200.00,VAY BAND REALWOOD-2 DARK MAT,0.00,0
08-07-24,4.66,9.00,0,41.94,9.00,41.94,1971,549.88,0.00,100.00,VAY BAND REALWOOD-2 DARK MAT,0.00,0
08-07-24,4.66,9.00,7300,62.91,9.00,62.91,1972,824.82,0.00,150.00,VAY BAND 11510,0.00,7300
08-07-24,4.66,9.00,50,20.97,9.00,20.97,1973,274.94,0.00,50.00,VAY BAND 10485,0.00,50
08-07-24,6.19,9.00,5450,111.42,9.00,111.42,1974,1460.84,0.00,200.00,VAY BAND 1128 HG(.5),0.00,5450
08-07-24,6.19,9.00,2600,27.86,9.00,27.86,1975,365.22,0.00,50.00,VAY BAND 1127 HG (.5),0.00,2600
08-07-24,6.19,9.00,250,111.42,9.00,111.42,1976,1460.84,0.00,200.00,VAY BAND 1101HG LIGHT GREY,0.00,250
08-07-24,6.19,9.00,23700,27.86,9.00,27.86,1977,365.22,0.00,50.00,VAY BAND 1113HG(OFF-WHITE),0.00,23700
08-07-24,6.19,9.00,5050,111.42,9.00,111.42,1978,1460.84,0.00,200.00,VAY BAND 1126 HG (.5),0.00,5050
08-07-24,6.19,9.00,2600,55.71,9.00,55.71,1979,730.42,0.00,100.00,VAY BAND 1127 HG (.5),0.00,2600
08-07-24,6.19,9.00,5350,55.71,9.00,55.71,1980,730.42,0.00,100.00,VAY BAND 1261HG (DARK GREY),0.00,5350
08-07-24,8.50,9.00,2000,229.50,9.00,229.50,1981,3009.00,0.00,300.00,VAY BAND 10659 0.8MMX22MM,0.00,2000
08-07-24,11.03,9.00,2700,49.64,9.00,49.64,1982,650.78,0.00,50.00,VAY BAND 10485 40MM,0.00,2700
09-07-24,3.60,9.00,7450,32.40,9.00,32.40,1983,424.80,0.00,100.00,VB-1129 MAT(0.45MMX22MM),0.00,7450
09-07-24,3.60,9.00,0,32.40,9.00,32.40,1984,424.80,0.00,100.00,VB1085 BLACK MT(0.45MMX22MM),0.00,0
09-07-24,3.60,9.00,29950,97.20,9.00,97.20,1985,1274.40,0.00,300.00,VB-1114 MAT (0.45MMX22MM),0.00,29950
09-07-24,3.60,9.00,29950,324.00,9.00,324.00,1986,4248.00,0.00,1000.00,VB-1114 MAT (0.45MMX22MM),0.00,29950
09-07-24,3.60,9.00,24800,81.00,9.00,81.00,1987,1062.00,0.00,250.00,VB-1113 MAT OFF-WHITE (0.45MMX22MM),0.00,24800
09-07-24,3.60,9.00,9150,81.00,9.00,81.00,1988,1062.00,0.00,250.00,VB-1261 MAT(0.45MMX22MM),0.00,9150
09-07-24,3.60,9.00,24800,97.20,9.00,97.20,1989,1274.40,0.00,300.00,VB-1113 MAT OFF-WHITE (0.45MMX22MM),0.00,24800
09-07-24,3.60,9.00,29950,48.60,9.00,48.60,1990,637.20,0.00,150.00,VB-1114 MAT (0.45MMX22MM),0.00,29950
09-07-24,3.60,9.00,0,32.40,9.00,32.40,1991,424.80,0.00,100.00,VB1085 BLACK MT(0.45MMX22MM),0.00,0
09-07-24,3.60,9.00,29950,32.40,9.00,32.40,1992,424.80,0.00,100.00,VB-1114 MAT (0.45MMX22MM),0.00,29950
09-07-24,3.60,9.00,24800,32.40,9.00,32.40,1993,424.80,0.00,100.00,VB-1113 MAT OFF-WHITE (0.45MMX22MM),0.00,24800
09-07-24,3.60,9.00,9150,32.40,9.00,32.40,1994,424.80,0.00,100.00,VB-1261 MAT(0.45MMX22MM),0.00,9150
09-07-24,3.94,9.00,1950,35.46,9.00,35.46,1995,464.92,0.00,100.00,VB-1115 (0.45X22MM),0.00,1950
09-07-24,3.94,9.00,18700,53.19,9.00,53.19,1996,697.38,0.00,150.00,VB-1119 (0.45X22MM),0.00,18700
09-07-24,3.94,9.00,18700,88.65,9.00,88.65,1997,1162.30,0.00,250.00,VB-1119 (0.45X22MM),0.00,18700
09-07-24,3.94,9.00,8500,88.65,9.00,88.65,1998,1162.30,0.00,250.00,VB-REALWUD 0.45X22MM,0.00,8500
09-07-24,3.94,9.00,8500,88.65,9.00,88.65,1999,1162.30,0.00,250.00,VB-REALWUD 0.45X22MM,0.00,8500
09-07-24,4.03,9.00,0,36.27,9.00,36.27,2000,475.54,0.00,100.00,VAY BAND 2010 IVORY MAT,0.00,0
09-07-24,4.33,9.00,900,97.42,9.00,97.42,2001,1277.34,0.00,250.00,VAY BAND 5170MT,0.00,900
09-07-24,4.33,9.00,50,97.42,9.00,97.42,2002,1277.34,0.00,250.00,VAY BAND 10485,0.00,50
09-07-24,4.33,9.00,50,38.97,9.00,38.97,2003,510.94,0.00,100.00,VAY BAND 1003 (0.5 MM),0.00,50
09-07-24,4.33,9.00,0,194.85,9.00,194.85,2004,2554.70,0.00,500.00,VAY BAND 1043 (0.5 MM),0.00,0
09-07-24,4.33,9.00,0,58.46,9.00,58.46,2005,766.42,0.00,150.00,VAY BAND 1043 (0.5 MM),0.00,0
09-07-24,4.33,9.00,0,38.97,9.00,38.97,2006,510.94,0.00,100.00,VAY BAND 30086MT,0.00,0
09-07-24,4.33,9.00,0,97.42,9.00,97.42,2007,1277.34,0.00,250.00,VAY BAND1044MT 0.5MMX22,0.00,0
09-07-24,4.33,9.00,0,38.97,9.00,38.97,2008,510.94,0.00,100.00,VAY BAND 5095MT,0.00,0
09-07-24,4.42,9.00,0,99.45,9.00,99.45,2009,1303.90,0.00,250.00,VAY BAND 1043 (0.5 MM),0.00,0
09-07-24,4.42,9.00,0,39.78,9.00,39.78,2010,521.56,0.00,100.00,VAY BAND 5095MT,0.00,0
09-07-24,4.66,9.00,0,62.91,9.00,62.91,2011,824.82,0.00,150.00,VAY BAND REALWOOD-2 DARK MAT,0.00,0
09-07-24,6.19,9.00,18100,111.42,9.00,111.42,2012,1460.84,0.00,200.00,VAY BAND1114HG,0.00,18100
09-07-24,6.19,9.00,18100,83.57,9.00,83.57,2013,1095.64,0.00,150.00,VAY BAND1114HG,0.00,18100
09-07-24,6.19,9.00,18100,139.28,9.00,139.28,2014,1826.06,0.00,250.00,VAY BAND1114HG,0.00,18100
09-07-24,6.19,9.00,18100,2785.50,9.00,2785.50,2015,36521.00,0.00,5000.00,VAY BAND1114HG,0.00,18100
09-07-24,6.19,9.00,5350,83.57,9.00,83.57,2016,1095.64,0.00,150.00,VAY BAND 1261HG (DARK GREY),0.00,5350
09-07-24,6.19,9.00,23700,111.42,9.00,111.42,2017,1460.84,0.00,200.00,VAY BAND 1113HG(OFF-WHITE),0.00,23700
09-07-24,6.19,9.00,4250,55.71,9.00,55.71,2018,730.42,0.00,100.00,VAY BAND 1401GL BLACK GLOSSY,0.00,4250
09-07-24,6.19,9.00,18100,55.71,9.00,55.71,2019,730.42,0.00,100.00,VAY BAND1114HG,0.00,18100
09-07-24,6.19,9.00,23700,27.86,9.00,27.86,2020,365.22,0.00,50.00,VAY BAND 1113HG(OFF-WHITE),0.00,23700
09-07-24,6.19,9.00,5350,55.71,9.00,55.71,2021,730.42,0.00,100.00,VAY BAND 1261HG (DARK GREY),0.00,5350
09-07-24,11.88,9.00,7100,160.38,9.00,160.38,2022,2102.76,0.00,150.00,VAY BAND 1113HG(OFF-WHITE)40MMX50MTR,0.00,7100
09-07-24,11.88,9.00,3250,160.38,9.00,160.38,2023,2102.76,0.00,150.00,VAY BAND 1114GL 0.5MMX40MM,0.00,3250
10-07-24,3.60,9.00,0,32.40,9.00,32.40,2024,424.80,0.00,100.00,VB1085 BLACK MT(0.45MMX22MM),0.00,0
10-07-24,3.60,9.00,24800,97.20,9.00,97.20,2025,1274.40,0.00,300.00,VB-1113 MAT OFF-WHITE (0.45MMX22MM),0.00,24800
10-07-24,3.60,9.00,29950,97.20,9.00,97.20,2026,1274.40,0.00,300.00,VB-1114 MAT (0.45MMX22MM),0.00,29950
10-07-24,3.60,9.00,7650,81.00,9.00,81.00,2027,1062.00,0.00,250.00,VB-1140 BAGE (0.45MMX22MM),0.00,7650
10-07-24,3.60,9.00,8400,32.40,9.00,32.40,2028,424.80,0.00,100.00,VB-1299 NAVY BLUE (0.45MMX22MM),0.00,8400
10-07-24,3.60,9.00,7450,81.00,9.00,81.00,2029,1062.00,0.00,250.00,VB-1129 MAT(0.45MMX22MM),0.00,7450
10-07-24,3.60,9.00,0,81.00,9.00,81.00,2030,1062.00,0.00,250.00,VB1085 BLACK MT(0.45MMX22MM),0.00,0
10-07-24,3.60,9.00,1300,16.20,9.00,16.20,2031,212.40,0.00,50.00,VB-1291 ELECTRIC BLUE (0.45MMX22MM),0.00,1300
10-07-24,3.60,9.00,9150,81.00,9.00,81.00,2032,1062.00,0.00,250.00,VB-1261 MAT(0.45MMX22MM),0.00,9150
10-07-24,3.60,9.00,7450,64.80,9.00,64.80,2033,849.60,0.00,200.00,VB-1129 MAT(0.45MMX22MM),0.00,7450
10-07-24,3.60,9.00,7450,16.20,9.00,16.20,2034,212.40,0.00,50.00,VB-1129 MAT(0.45MMX22MM),0.00,7450
10-07-24,3.60,9.00,24800,291.60,9.00,291.60,2035,3823.20,0.00,900.00,VB-1113 MAT OFF-WHITE (0.45MMX22MM),0.00,24800
10-07-24,3.60,9.00,29950,81.00,9.00,81.00,2036,1062.00,0.00,250.00,VB-1114 MAT (0.45MMX22MM),0.00,29950
10-07-24,3.60,9.00,29950,48.60,9.00,48.60,2037,637.20,0.00,150.00,VB-1114 MAT (0.45MMX22MM),0.00,29950
10-07-24,3.60,9.00,24800,388.80,9.00,388.80,2038,5097.60,0.00,1200.00,VB-1113 MAT OFF-WHITE (0.45MMX22MM),0.00,24800
10-07-24,3.60,9.00,7450,32.40,9.00,32.40,2039,424.80,0.00,100.00,VB-1129 MAT(0.45MMX22MM),0.00,7450
10-07-24,3.60,9.00,29950,388.80,9.00,388.80,2040,5097.60,0.00,1200.00,VB-1114 MAT (0.45MMX22MM),0.00,29950
10-07-24,3.60,9.00,24800,162.00,9.00,162.00,2041,2124.00,0.00,500.00,VB-1113 MAT OFF-WHITE (0.45MMX22MM),0.00,24800
10-07-24,3.60,9.00,24800,81.00,9.00,81.00,2042,1062.00,0.00,250.00,VB-1113 MAT OFF-WHITE (0.45MMX22MM),0.00,24800
10-07-24,3.94,9.00,8500,35.46,9.00,35.46,2043,464.92,0.00,100.00,VB-REALWUD 0.45X22MM,0.00,8500
10-07-24,3.94,9.00,0,88.65,9.00,88.65,2044,1162.30,0.00,250.00,VB-1048 (0.45X22MM),0.00,0
10-07-24,3.94,9.00,10550,88.65,9.00,88.65,2045,1162.30,0.00,250.00,VB-1037( 0.45X22MM),0.00,10550
10-07-24,3.94,9.00,8500,88.65,9.00,88.65,2046,1162.30,0.00,250.00,VB-REALWUD 0.45X22MM,0.00,8500
10-07-24,3.94,9.00,7650,35.46,9.00,35.46,2047,464.92,0.00,100.00,VB-1815 (0.45MMX22MM),0.00,7650
10-07-24,3.94,9.00,4500,88.65,9.00,88.65,2048,1162.30,0.00,250.00,VB-1122 VENGA( 0.45X22MM),0.00,4500
10-07-24,3.94,9.00,4650,88.65,9.00,88.65,2049,1162.30,0.00,250.00,VB-1123 (0.45X22MM),0.00,4650
10-07-24,3.94,9.00,18700,88.65,9.00,88.65,2050,1162.30,0.00,250.00,VB-1119 (0.45X22MM),0.00,18700
10-07-24,3.94,9.00,18850,88.65,9.00,88.65,2051,1162.30,0.00,250.00,VB-1122 (0.45X22MM),0.00,18850
10-07-24,3.94,9.00,6750,88.65,9.00,88.65,2052,1162.30,0.00,250.00,VB-1121 IVORY (0.45MMX22MM),0.00,6750
10-07-24,3.94,9.00,8400,88.65,9.00,88.65,2053,1162.30,0.00,250.00,VB-1121 OAK(0.45X22MM),0.00,8400
10-07-24,3.94,9.00,6350,88.65,9.00,88.65,2054,1162.30,0.00,250.00,VB-1118 (0.45X22MM),0.00,6350
10-07-24,3.94,9.00,13550,88.65,9.00,88.65,2055,1162.30,0.00,250.00,VB-1117 (0.45X22MM),0.00,13550
10-07-24,3.94,9.00,13550,35.46,9.00,35.46,2056,464.92,0.00,100.00,VB-1117 (0.45X22MM),0.00,13550
10-07-24,3.94,9.00,9000,88.65,9.00,88.65,2057,1162.30,0.00,250.00,VB-1120 (0.45X22MM),0.00,9000
10-07-24,4.24,9.00,50,95.40,9.00,95.40,2058,1250.80,0.00,250.00,VAY BAND 1003 (0.5 MM),0.00,50
10-07-24,4.24,9.00,5200,95.40,9.00,95.40,2059,1250.80,0.00,250.00,VAY BAND 1873,0.00,5200
10-07-24,4.24,9.00,0,38.16,9.00,38.16,2060,500.32,0.00,100.00,VAY BAND 5373MT,0.00,0
10-07-24,4.24,9.00,0,38.16,9.00,38.16,2061,500.32,0.00,100.00,VAY BAND REALWOOD-2 DARK MAT,0.00,0
10-07-24,4.42,9.00,50,39.78,9.00,39.78,2062,521.56,0.00,100.00,VAY BAND 10485,0.00,50
10-07-24,4.42,9.00,0,39.78,9.00,39.78,2063,521.56,0.00,100.00,VAY BAND 30029MT,0.00,0
10-07-24,4.66,9.00,50,41.94,9.00,41.94,2064,549.88,0.00,100.00,VAY BAND 1003 (0.5 MM),0.00,50
10-07-24,4.66,9.00,12250,41.94,9.00,41.94,2065,549.88,0.00,100.00,VAY BAND 6987,0.00,12250
10-07-24,4.66,9.00,50,41.94,9.00,41.94,2066,549.88,0.00,100.00,VAY BAND 30007MT,0.00,50
10-07-24,4.66,9.00,50,41.94,9.00,41.94,2067,549.88,0.00,100.00,VAY BAND 19071,0.00,50
10-07-24,4.66,9.00,0,41.94,9.00,41.94,2068,549.88,0.00,100.00,VAY BAND 1043 (0.5 MM),0.00,0
10-07-24,4.66,9.00,50,41.94,9.00,41.94,2069,549.88,0.00,100.00,VAY BAND 1003 (0.5 MM),0.00,50
10-07-24,6.19,9.00,18100,417.82,9.00,417.82,2070,5478.14,0.00,750.00,VAY BAND1114HG,0.00,18100
10-07-24,6.19,9.00,5050,111.42,9.00,111.42,2071,1460.84,0.00,200.00,VAY BAND 1126 HG (.5),0.00,5050
10-07-24,6.19,9.00,18100,83.57,9.00,83.57,2072,1095.64,0.00,150.00,VAY BAND1114HG,0.00,18100
10-07-24,6.19,9.00,23700,111.42,9.00,111.42,2073,1460.84,0.00,200.00,VAY BAND 1113HG(OFF-WHITE),0.00,23700
10-07-24,6.19,9.00,5050,27.86,9.00,27.86,2074,365.22,0.00,50.00,VAY BAND 1126 HG (.5),0.00,5050
10-07-24,6.19,9.00,5050,55.71,9.00,55.71,2075,730.42,0.00,100.00,VAY BAND 1126 HG (.5),0.00,5050
10-07-24,6.19,9.00,5350,55.71,9.00,55.71,2076,730.42,0.00,100.00,VAY BAND 1261HG (DARK GREY),0.00,5350
10-07-24,6.19,9.00,5250,55.71,9.00,55.71,2077,730.42,0.00,100.00,VAY BAND 1313 HG CLUD GREY,0.00,5250
10-07-24,6.19,9.00,18100,55.71,9.00,55.71,2078,730.42,0.00,100.00,VAY BAND1114HG,0.00,18100
11-07-24,3.60,9.00,24800,81.00,9.00,81.00,2079,1062.00,0.00,250.00,VB-1113 MAT OFF-WHITE (0.45MMX22MM),0.00,24800
11-07-24,3.60,9.00,29950,162.00,9.00,162.00,2080,2124.00,0.00,500.00,VB-1114 MAT (0.45MMX22MM),0.00,29950
11-07-24,3.60,9.00,29950,81.00,9.00,81.00,2081,1062.00,0.00,250.00,VB-1114 MAT (0.45MMX22MM),0.00,29950
11-07-24,3.60,9.00,24800,64.80,9.00,64.80,2082,849.60,0.00,200.00,VB-1113 MAT OFF-WHITE (0.45MMX22MM),0.00,24800
11-07-24,3.60,9.00,9150,97.20,9.00,97.20,2083,1274.40,0.00,300.00,VB-1261 MAT(0.45MMX22MM),0.00,9150
11-07-24,3.60,9.00,29950,48.60,9.00,48.60,2084,637.20,0.00,150.00,VB-1114 MAT (0.45MMX22MM),0.00,29950
11-07-24,3.60,9.00,29950,48.60,9.00,48.60,2085,637.20,0.00,150.00,VB-1114 MAT (0.45MMX22MM),0.00,29950
11-07-24,3.60,9.00,24800,162.00,9.00,162.00,2086,2124.00,0.00,500.00,VB-1113 MAT OFF-WHITE (0.45MMX22MM),0.00,24800
11-07-24,3.94,9.00,18700,53.19,9.00,53.19,2087,697.38,0.00,150.00,VB-1119 (0.45X22MM),0.00,18700
11-07-24,3.94,9.00,5800,88.65,9.00,88.65,2088,1162.30,0.00,250.00,VB-1033 WHITE WOOD  (0.45MMX22MM),0.00,5800
11-07-24,3.94,9.00,19900,53.19,9.00,53.19,2089,697.38,0.00,150.00,VB-5375 SATURNO WALNUT(0.45MMX22MM),0.00,19900
11-07-24,3.94,9.00,8500,35.46,9.00,35.46,2090,464.92,0.00,100.00,VB-REALWUD 0.45X22MM,0.00,8500
11-07-24,3.94,9.00,8500,53.19,9.00,53.19,2091,697.38,0.00,150.00,VB-REALWUD 0.45X22MM,0.00,8500
11-07-24,3.94,9.00,0,70.92,9.00,70.92,2092,929.84,0.00,200.00,VB-1048 (0.45X22MM),0.00,0
11-07-24,3.94,9.00,18700,70.92,9.00,70.92,2093,929.84,0.00,200.00,VB-1119 (0.45X22MM),0.00,18700
11-07-24,4.33,9.00,50,77.94,9.00,77.94,2094,1021.88,0.00,200.00,VAY BAND 1003 (0.5 MM),0.00,50
11-07-24,4.33,9.00,5200,77.94,9.00,77.94,2095,1021.88,0.00,200.00,VAY BAND 1873,0.00,5200
11-07-24,4.33,9.00,3400,97.42,9.00,97.42,2096,1277.34,0.00,250.00,VAY BAND 5773,0.00,3400
11-07-24,4.33,9.00,0,38.97,9.00,38.97,2097,510.94,0.00,100.00,VAY BAND1044MT 0.5MMX22,0.00,0
11-07-24,4.33,9.00,0,58.46,9.00,58.46,2098,766.42,0.00,150.00,VAY BAND REALWOOD-2 DARK MAT,0.00,0
11-07-24,4.33,9.00,0,97.42,9.00,97.42,2099,1277.34,0.00,250.00,VAY BAND 1043 (0.5 MM),0.00,0
11-07-24,4.33,9.00,3700,77.94,9.00,77.94,2100,1021.88,0.00,200.00,VAY BAND 10450,0.00,3700
11-07-24,4.33,9.00,50,77.94,9.00,77.94,2101,1021.88,0.00,200.00,VAY BAND 10485,0.00,50
11-07-24,4.33,9.00,2750,97.42,9.00,97.42,2102,1277.34,0.00,250.00,VAY BAND 30167MT,0.00,2750
11-07-24,4.33,9.00,300,97.42,9.00,97.42,2103,1277.34,0.00,250.00,VAY BAND 19079,0.00,300
11-07-24,4.33,9.00,7300,58.46,9.00,58.46,2104,766.42,0.00,150.00,VAY BAND 11510,0.00,7300
11-07-24,4.33,9.00,3100,97.42,9.00,97.42,2105,1277.34,0.00,250.00,VAY BAND 5171MT,0.00,3100
11-07-24,4.33,9.00,0,97.42,9.00,97.42,2106,1277.34,0.00,250.00,VAY BAND 1043 (0.5 MM),0.00,0
11-07-24,4.42,9.00,3700,99.45,9.00,99.45,2107,1303.90,0.00,250.00,VAY BAND 10450,0.00,3700
11-07-24,4.42,9.00,2750,99.45,9.00,99.45,2108,1303.90,0.00,250.00,VAY BAND 30167MT,0.00,2750
11-07-24,4.66,9.00,0,20.97,9.00,20.97,2109,274.94,0.00,50.00,VAY BAND 5550MT,0.00,0
11-07-24,6.19,9.00,18100,278.55,9.00,278.55,2110,3652.10,0.00,500.00,VAY BAND1114HG,0.00,18100
11-07-24,6.19,9.00,23700,139.28,9.00,139.28,2111,1826.06,0.00,250.00,VAY BAND 1113HG(OFF-WHITE),0.00,23700
11-07-24,6.19,9.00,5050,139.28,9.00,139.28,2112,1826.06,0.00,250.00,VAY BAND 1126 HG (.5),0.00,5050
11-07-24,6.19,9.00,5250,83.57,9.00,83.57,2113,1095.64,0.00,150.00,VAY BAND 1313 HG CLUD GREY,0.00,5250
11-07-24,6.19,9.00,5350,139.28,9.00,139.28,2114,1826.06,0.00,250.00,VAY BAND 1261HG (DARK GREY),0.00,5350
11-07-24,6.19,9.00,4250,139.28,9.00,139.28,2115,1826.06,0.00,250.00,VAY BAND 1401GL BLACK GLOSSY,0.00,4250
11-07-24,6.19,9.00,2600,55.71,9.00,55.71,2116,730.42,0.00,100.00,VAY BAND 1127 HG (.5),0.00,2600
11-07-24,6.19,9.00,0,139.28,9.00,139.28,2117,1826.06,0.00,250.00,VAY BAND 1262 HG,0.00,0
11-07-24,6.19,9.00,2600,111.42,9.00,111.42,2118,1460.84,0.00,200.00,VAY BAND 1127 HG (.5),0.00,2600
12-07-24,3.60,9.00,29950,97.20,9.00,97.20,2119,1274.40,0.00,300.00,VB-1114 MAT (0.45MMX22MM),0.00,29950
12-07-24,3.60,9.00,24800,32.40,9.00,32.40,2120,424.80,0.00,100.00,VB-1113 MAT OFF-WHITE (0.45MMX22MM),0.00,24800
12-07-24,3.94,9.00,8500,35.46,9.00,35.46,2121,464.92,0.00,100.00,VB-REALWUD 0.45X22MM,0.00,8500
12-07-24,3.94,9.00,18700,53.19,9.00,53.19,2122,697.38,0.00,150.00,VB-1119 (0.45X22MM),0.00,18700
12-07-24,3.94,9.00,8500,53.19,9.00,53.19,2123,697.38,0.00,150.00,VB-REALWUD 0.45X22MM,0.00,8500
12-07-24,3.94,9.00,13550,35.46,9.00,35.46,2124,464.92,0.00,100.00,VB-1117 (0.45X22MM),0.00,13550
12-07-24,3.94,9.00,0,106.38,9.00,106.38,2125,1394.76,0.00,300.00,VB-1048 (0.45X22MM),0.00,0
12-07-24,3.94,9.00,1950,35.46,9.00,35.46,2126,464.92,0.00,100.00,VB-1115 (0.45X22MM),0.00,1950
12-07-24,3.94,9.00,1950,53.19,9.00,53.19,2127,697.38,0.00,150.00,VB-1115 (0.45X22MM),0.00,1950
12-07-24,3.94,9.00,7650,53.19,9.00,53.19,2128,697.38,0.00,150.00,VB-1815 (0.45MMX22MM),0.00,7650
12-07-24,3.94,9.00,0,53.19,9.00,53.19,2129,697.38,0.00,150.00,VB-1048 (0.45X22MM),0.00,0
12-07-24,3.94,9.00,4500,70.92,9.00,70.92,2130,929.84,0.00,200.00,VB-1122 VENGA( 0.45X22MM),0.00,4500
12-07-24,4.33,9.00,50,58.46,9.00,58.46,2131,766.42,0.00,150.00,VAY BAND 30007MT,0.00,50
12-07-24,4.33,9.00,0,58.46,9.00,58.46,2132,766.42,0.00,150.00,VAY BAND 1043 (0.5 MM),0.00,0
12-07-24,4.33,9.00,50,58.46,9.00,58.46,2133,766.42,0.00,150.00,VAY BAND 1003 (0.5 MM),0.00,50
12-07-24,4.33,9.00,7300,58.46,9.00,58.46,2134,766.42,0.00,150.00,VAY BAND 11510,0.00,7300
12-07-24,4.33,9.00,50,58.46,9.00,58.46,2135,766.42,0.00,150.00,VAY BAND 10485,0.00,50
12-07-24,4.33,9.00,0,58.46,9.00,58.46,2136,766.42,0.00,150.00,VAY BAND REALWOOD-2 DARK MAT,0.00,0
12-07-24,4.33,9.00,5200,97.42,9.00,97.42,2137,1277.34,0.00,250.00,VAY BAND 1873,0.00,5200
12-07-24,4.33,9.00,50,97.42,9.00,97.42,2138,1277.34,0.00,250.00,VAY BAND 10485,0.00,50
12-07-24,4.33,9.00,3700,97.42,9.00,97.42,2139,1277.34,0.00,250.00,VAY BAND 10450,0.00,3700
12-07-24,4.33,9.00,0,97.42,9.00,97.42,2140,1277.34,0.00,250.00,VAY BAND 1043 (0.5 MM),0.00,0
12-07-24,4.33,9.00,0,194.85,9.00,194.85,2141,2554.70,0.00,500.00,VAY BAND 1043 (0.5 MM),0.00,0
12-07-24,4.42,9.00,0,79.56,9.00,79.56,2142,1043.12,0.00,200.00,VAY BAND 1043 (0.5 MM),0.00,0
12-07-24,4.42,9.00,50,39.78,9.00,39.78,2143,521.56,0.00,100.00,VAY BAND 10485,0.00,50
12-07-24,4.66,9.00,50,41.94,9.00,41.94,2144,549.88,0.00,100.00,VAY BAND 10485,0.00,50
12-07-24,4.66,9.00,50,125.82,9.00,125.82,2145,1649.64,0.00,300.00,VAY BAND 10485,0.00,50
12-07-24,4.66,9.00,0,41.94,9.00,41.94,2146,549.88,0.00,100.00,VAY BAND 1515 VENGA MT,0.00,0
12-07-24,6.19,9.00,18100,278.55,9.00,278.55,2147,3652.10,0.00,500.00,VAY BAND1114HG,0.00,18100
12-07-24,6.19,9.00,4250,83.57,9.00,83.57,2148,1095.64,0.00,150.00,VAY BAND 1401GL BLACK GLOSSY,0.00,4250
12-07-24,6.19,9.00,23700,167.13,9.00,167.13,2149,2191.26,0.00,300.00,VAY BAND 1113HG(OFF-WHITE),0.00,23700
12-07-24,6.19,9.00,2600,83.57,9.00,83.57,2150,1095.64,0.00,150.00,VAY BAND 1127 HG (.5),0.00,2600
12-07-24,6.19,9.00,23700,139.28,9.00,139.28,2151,1826.06,0.00,250.00,VAY BAND 1113HG(OFF-WHITE),0.00,23700
12-07-24,6.19,9.00,18100,111.42,9.00,111.42,2152,1460.84,0.00,200.00,VAY BAND1114HG,0.00,18100
12-07-24,6.19,9.00,18100,278.55,9.00,278.55,2153,3652.10,0.00,500.00,VAY BAND1114HG,0.00,18100
12-07-24,6.19,9.00,5050,83.57,9.00,83.57,2154,1095.64,0.00,150.00,VAY BAND 1126 HG (.5),0.00,5050
12-07-24,6.19,9.00,18100,55.71,9.00,55.71,2155,730.42,0.00,100.00,VAY BAND1114HG,0.00,18100
12-07-24,6.19,9.00,5250,139.28,9.00,139.28,2156,1826.06,0.00,250.00,VAY BAND 1313 HG CLUD GREY,0.00,5250
12-07-24,6.19,9.00,5350,167.13,9.00,167.13,2157,2191.26,0.00,300.00,VAY BAND 1261HG (DARK GREY),0.00,5350
12-07-24,6.19,9.00,5450,83.57,9.00,83.57,2158,1095.64,0.00,150.00,VAY BAND 1128 HG(.5),0.00,5450
12-07-24,6.19,9.00,4250,167.13,9.00,167.13,2159,2191.26,0.00,300.00,VAY BAND 1401GL BLACK GLOSSY,0.00,4250
12-07-24,6.19,9.00,23700,139.28,9.00,139.28,2160,1826.06,0.00,250.00,VAY BAND 1113HG(OFF-WHITE),0.00,23700
12-07-24,6.19,9.00,2600,27.86,9.00,27.86,2161,365.22,0.00,50.00,VAY BAND 1127 HG (.5),0.00,2600
12-07-24,6.19,9.00,23700,55.71,9.00,55.71,2162,730.42,0.00,100.00,VAY BAND 1113HG(OFF-WHITE),0.00,23700
12-07-24,6.19,9.00,23700,139.28,9.00,139.28,2163,1826.06,0.00,250.00,VAY BAND 1113HG(OFF-WHITE),0.00,23700
12-07-24,6.19,9.00,5250,55.71,9.00,55.71,2164,730.42,0.00,100.00,VAY BAND 1313 HG CLUD GREY,0.00,5250
12-07-24,11.02,9.00,3800,49.59,9.00,49.59,2165,650.18,0.00,50.00,VAY BAND 10659 40MM,0.00,3800
12-07-24,11.88,9.00,7100,320.76,9.00,320.76,2166,4205.52,0.00,300.00,VAY BAND 1113HG(OFF-WHITE)40MMX50MTR,0.00,7100
12-07-24,11.88,9.00,3150,320.76,9.00,320.76,2167,4205.52,0.00,300.00,VAY BAND 1401HG 40MMX50MTR,0.00,3150
