Item Code / SKU,Item Key,Supplier Name,Assigned Supplier ID,Assigned Supplier Name,Supplier Source,Is Discontinued,Discontinued Date,Discontinued Reason,Item Name,Category / Size / Type,Total Sales Qty,Overall Monthly Velocity Qty,Recent Period Sales Qty,Recent Monthly Velocity Qty,Weighted Velocity Qty,Velocity Percentile,Velocity Class,Sales Frequency %,Recent Sales Frequency %,Older Avg Monthly Sales Qty,Recent Avg Monthly Sales Qty,Trend Change %,Sales Trend,Monthly Sales Std Dev,Sales CV,Consistency Class,Current Stock Qty,Stock Coverage Months,Recent Stock Coverage Months,Relevant Velocity Qty,Suggested Target Cover Months,Required Stock Qty,Exact Purchase Requirement Qty,Box / Pack Quantity,Rounded PO Qty,Final PO Quantity,Stock After PO Qty,Stock Cover After PO Months,Extra Stock Due To Rounding,Overstock After PO Flag,Purchase Price,Estimated Purchase Value,Purchase Priority,Stock Risk Level,PO Optimization Decision,Budget Priority Score,Included In Budget PO,Deferred Reason,Budget Approved PO Quantity,Budget Approved PO Value,Reason for Recommendation,Target Stock Cover,Reason
VAY BAND 1128 HG(.5),VAY BAND 1128 HG(.5),RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1128 HG(.5),,7750.0,193.75,750.0,125.0,145.625,59.4488188976378,Medium Moving,30.0,33.33333333333333,205.88235294117646,125.0,-39.285714285714285,Downward Trend,388.48613148859556,2.00508971090888,Irregular,6650.0,34.32258064516129,53.2,125.0,1.5,187.5,0.0,,0.0,0.0,6650.0,53.2,0.0,Yes,4.96,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,-375.0,Yes,,0.0,0.0,Medium Moving; Downward Trend; Irregular; Overstock Risk; Enough Stock / No Purchase; dynamic cover 1.5 months; recent velocity used because sales are declining,,
VAY BAND 1132 0.5X22MM,VAY BAND 1132 0.5X22MM,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1132 0.5X22MM,,10100.0,252.5,0.0,0.0,75.75,41.732283464566926,Dormant,15.0,0.0,297.05882352941177,0.0,-100.0,Dormant Item,655.3478230915009,2.595436923134657,Dormant,2050.0,8.118811881188119,,0.0,0.0,0.0,0.0,,0.0,0.0,2050.0,0.0,0.0,No,3.39,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,-1500.0,Yes,,0.0,0.0,Dormant; Dormant Item; Dormant; Overstock Risk; Enough Stock / No Purchase,,
VAY BAND 1133MT0.5X22MM,VAY BAND 1133MT0.5X22MM,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1133MT0.5X22MM,,3600.0,90.0,250.0,41.666666666666664,56.166666666666664,37.00787401574803,Slow Moving,22.5,33.33333333333333,98.52941176470588,41.666666666666664,-57.711442786069654,Strong Downward Trend,258.74450322416106,2.8749389247129007,Irregular,3750.0,41.666666666666664,90.0,41.666666666666664,0.0,0.0,0.0,1300.0,0.0,0.0,3750.0,90.0,0.0,Yes,3.08,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,-1158.3333333333333,Yes,,0.0,0.0,Slow Moving; Strong Downward Trend; Irregular; Overstock Risk; Enough Stock / No Purchase; recent velocity used because sales are declining,,
VAY BAND 1140 HG DARK GREY 3,VAY BAND 1140 HG DARK GREY 3,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1140 HG DARK GREY 3,,6250.0,156.25,0.0,0.0,46.875,31.10236220472441,Dormant,12.5,0.0,183.8235294117647,0.0,-100.0,Dormant Item,427.60326388142937,2.736660888841148,Dormant,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,No,4.96,0.0,No Purchase,Low Stock Risk,Enough Stock / No Purchase,0.0,Yes,,0.0,0.0,Dormant; Dormant Item; Dormant; Low Stock Risk; Enough Stock / No Purchase,,
VAY BAND 11510,VAY BAND 11510,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 11510,,40000.0,1000.0,0.0,0.0,300.0,72.83464566929135,Dormant,45.0,0.0,1176.4705882352941,0.0,-100.0,Dormant Item,1366.0724161455887,1.3660724161455886,Dormant,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,No Purchase,Low Stock Risk,Enough Stock / No Purchase,0.0,Yes,,0.0,0.0,Dormant; Dormant Item; Dormant; Low Stock Risk; Enough Stock / No Purchase,,
VAY BAND 11510 2MMX22MM,VAY BAND 11510 2MMX22MM,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 11510 2MMX22MM,,3920.0,98.0,1370.0,228.33333333333334,189.23333333333335,63.38582677165354,Medium Moving,32.5,50.0,75.0,228.33333333333334,204.44444444444449,Strong Upward Trend,224.6501553698379,2.2923485241820196,Irregular,700.0,7.142857142857143,3.065693430656934,228.33333333333334,2.5,570.8333333333334,0.0,,0.0,0.0,700.0,3.065693430656934,0.0,No,17.37,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,-271.66666666666674,Yes,,0.0,0.0,Medium Moving; Strong Upward Trend; Irregular; Overstock Risk; Enough Stock / No Purchase; dynamic cover 2.5 months,,
VAY BAND 11510 40MM,VAY BAND 11510 40MM,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 11510 40MM,,8700.0,217.5,1750.0,291.6666666666667,269.41666666666663,70.47244094488188,Medium Moving,55.0,50.0,204.41176470588235,291.6666666666667,42.685851318944856,Upward Trend,274.45750686932047,1.2618735948014734,Irregular,1100.0,5.057471264367816,3.7714285714285714,291.6666666666667,2.5,729.1666666666667,0.0,,0.0,0.0,1100.0,3.7714285714285714,0.0,No,8.26,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,-208.33333333333326,Yes,,0.0,0.0,Medium Moving; Upward Trend; Irregular; Overstock Risk; Enough Stock / No Purchase; dynamic cover 2.5 months,,
VAY BAND 11510(0.5X22),VAY BAND 11510(0.5X22),RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 11510(0.5X22),,2250.0,56.25,2250.0,375.0,279.375,71.25984251968504,Medium Moving,5.0,33.33333333333333,0.0,375.0,0.0,New Moving Item,317.6814038608089,5.647669401969936,Irregular,200.0,3.5555555555555554,0.5333333333333333,375.0,2.5,937.5,737.5,1300.0,1300.0,1300.0,1500.0,4.0,562.5,No,3.39,4407.0,High,High Stock Risk,Purchase Optimized,9370.593,Yes,,1300.0,4407.0,Medium Moving; New Moving Item; Irregular; High Stock Risk; Purchase Optimized; dynamic cover 2.5 months,,
VAY BAND 11510MT 0.8MMX22MM,VAY BAND 11510MT 0.8MMX22MM,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 11510MT 0.8MMX22MM,,12950.0,323.75,3900.0,650.0,552.125,88.18897637795276,Fast Moving,37.5,50.0,266.1764705882353,650.0,144.1988950276243,Strong Upward Trend,523.4240693837611,1.6167538822664436,Irregular,4600.0,14.208494208494209,7.076923076923077,650.0,3.0,1950.0,0.0,750.0,0.0,0.0,4600.0,7.076923076923077,0.0,Yes,7.5,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,1150.0,Yes,,0.0,0.0,Fast Moving; Strong Upward Trend; Irregular; Overstock Risk; Enough Stock / No Purchase; dynamic cover 3.0 months,,
VAY BAND 1261 HG 1.3MMX22MM,VAY BAND 1261 HG 1.3MMX22MM,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1261 HG 1.3MMX22MM,,150.0,3.75,0.0,0.0,1.125,2.3622047244094486,Dormant,5.0,0.0,4.411764705882353,0.0,-100.0,Dormant Item,17.495420646264655,4.665445505670575,Dormant,300.0,80.0,,0.0,0.0,0.0,0.0,,0.0,0.0,300.0,0.0,0.0,No,15.9,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,-1500.0,Yes,,0.0,0.0,Dormant; Dormant Item; Dormant; Overstock Risk; Enough Stock / No Purchase,,
VAY BAND 1261 HG(0.8MM),VAY BAND 1261 HG(0.8MM),RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1261 HG(0.8MM),,1350.0,33.75,300.0,50.0,45.125,29.527559055118108,Slow Moving,20.0,16.666666666666664,30.88235294117647,50.0,61.904761904761905,Strong Upward Trend,84.26720321964851,2.496806021322919,Irregular,3400.0,100.74074074074075,68.0,50.0,1.0,50.0,0.0,,0.0,0.0,3400.0,68.0,0.0,Yes,7.98,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,-1150.0,Yes,,0.0,0.0,Slow Moving; Strong Upward Trend; Irregular; Overstock Risk; Enough Stock / No Purchase; dynamic cover 1.0 months,,
VAY BAND 1261 MAT (0.8MM),VAY BAND 1261 MAT (0.8MM),RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1261 MAT (0.8MM),,1050.0,26.25,300.0,50.0,42.875,27.559055118110237,Slow Moving,17.5,16.666666666666664,22.058823529411764,50.0,126.66666666666666,Strong Upward Trend,66.9744497780827,2.5514076105936265,Irregular,1900.0,72.38095238095238,38.0,50.0,1.0,50.0,0.0,,0.0,0.0,1900.0,38.0,0.0,Yes,6.05,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,-1150.0,Yes,,0.0,0.0,Slow Moving; Strong Upward Trend; Irregular; Overstock Risk; Enough Stock / No Purchase; dynamic cover 1.0 months,,
VAY BAND 1261 MAT 1.3MMX22MM,VAY BAND 1261 MAT 1.3MMX22MM,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1261 MAT 1.3MMX22MM,,50.0,1.25,0.0,0.0,0.375,1.3779527559055118,Dormant,2.5,0.0,1.4705882352941178,0.0,-100.0,Dormant Item,7.9056941504209455,6.324555320336756,Dormant,350.0,280.0,,0.0,0.0,0.0,0.0,,0.0,0.0,350.0,0.0,0.0,No,13.05,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,-1500.0,Yes,,0.0,0.0,Dormant; Dormant Item; Dormant; Overstock Risk; Enough Stock / No Purchase,,
VAY BAND 1261HG (DARK GREY),VAY BAND 1261HG (DARK GREY),RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1261HG (DARK GREY),,80700.0,2017.5,6000.0,1000.0,1305.25,94.48818897637796,Very Fast Moving,67.5,50.0,2197.0588235294117,1000.0,-54.48460508701473,Strong Downward Trend,1618.1878912172253,0.8020757825116358,Moderate,6600.0,3.2713754646840147,6.6,1000.0,2.0,2000.0,0.0,,0.0,0.0,6600.0,6.6,0.0,Yes,2.15,0.0,No Purchase,Low Stock Risk,Enough Stock / No Purchase,4000.0,Yes,,0.0,0.0,Very Fast Moving; Strong Downward Trend; Moderate; Low Stock Risk; Enough Stock / No Purchase; dynamic cover 2.0 months; recent velocity used because sales are declining,,
VAY BAND 1261MATT (DARK GREY),VAY BAND 1261MATT (DARK GREY),RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1261MATT (DARK GREY),,12800.0,320.0,0.0,0.0,96.0,47.63779527559055,Dormant,27.5,0.0,376.47058823529414,0.0,-100.0,Dormant Item,647.8564260065256,2.024551331270392,Dormant,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,No,2.8,0.0,No Purchase,Low Stock Risk,Enough Stock / No Purchase,0.0,Yes,,0.0,0.0,Dormant; Dormant Item; Dormant; Low Stock Risk; Enough Stock / No Purchase,,
VAY BAND 1262 HG,VAY BAND 1262 HG,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1262 HG,,5801.0,145.025,0.0,0.0,43.5075,28.74015748031496,Dormant,27.5,0.0,170.61764705882354,0.0,-100.0,Dormant Item,290.63198047861675,2.0040129665824287,Dormant,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,No Purchase,Low Stock Risk,Enough Stock / No Purchase,0.0,Yes,,0.0,0.0,Dormant; Dormant Item; Dormant; Low Stock Risk; Enough Stock / No Purchase,,
VAY BAND 1262 HG(0.5X22),VAY BAND 1262 HG(0.5X22),RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1262 HG(0.5X22),,0.0,0.0,,0.0,0.0,0.0,Dead Stock / No Sales,0.0,0.0,0.0,0.0,0.0,No Sales,0.0,0.0,Irregular,0.0,,,0.0,0.0,0.0,0.0,1300.0,0.0,0.0,0.0,0.0,0.0,No,5.59,0.0,No Purchase,Low Stock Risk,Enough Stock / No Purchase,0.0,Yes,,0.0,0.0,Dead Stock / No Sales; No Sales; Irregular; Low Stock Risk; Enough Stock / No Purchase,,
VAY BAND 1264 HG (0.5X22MM) DARK GREY,VAY BAND 1264 HG (0.5X22MM) DARK GREY,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1264 HG (0.5X22MM) DARK GREY,,4500.0,112.5,3350.0,558.3333333333334,424.5833333333333,82.67716535433071,Fast Moving,10.0,50.0,33.8235294117647,558.3333333333334,1550.7246376811595,Strong Upward Trend,392.51816877759023,3.4890503891341353,Irregular,11600.0,103.11111111111111,20.776119402985074,558.3333333333334,3.0,1675.0,0.0,1300.0,0.0,0.0,11600.0,20.776119402985074,0.0,Yes,2.15,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,1058.3333333333335,Yes,,0.0,0.0,Fast Moving; Strong Upward Trend; Irregular; Overstock Risk; Enough Stock / No Purchase; dynamic cover 3.0 months,,
VAY BAND 1267 LITE GREY,VAY BAND 1267 LITE GREY,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1267 LITE GREY,,15850.0,396.25,2700.0,450.0,433.875,83.46456692913385,Fast Moving,45.0,50.0,386.7647058823529,450.0,16.349809885931563,Stable Trend,535.6983819373141,1.3519202067818654,Irregular,6550.0,16.529968454258675,14.555555555555555,433.875,2.5,1084.6875,0.0,,0.0,0.0,6550.0,15.096513972918467,0.0,Yes,2.71,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,950.0,Yes,,0.0,0.0,Fast Moving; Stable Trend; Irregular; Overstock Risk; Enough Stock / No Purchase; dynamic cover 2.5 months,,
VAY BAND 1313 HG CLUD GREY,VAY BAND 1313 HG CLUD GREY,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1313 HG CLUD GREY,,53250.0,1331.25,3600.0,600.0,819.375,91.73228346456693,Very Fast Moving,57.5,50.0,1460.2941176470588,600.0,-58.91238670694864,Strong Downward Trend,1430.1554290642857,1.0742951579825621,Moderate,9350.0,7.023474178403756,15.583333333333334,600.0,2.0,1200.0,0.0,,0.0,0.0,9350.0,15.583333333333334,0.0,Yes,4.96,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,2100.0,Yes,,0.0,0.0,Very Fast Moving; Strong Downward Trend; Moderate; Overstock Risk; Enough Stock / No Purchase; dynamic cover 2.0 months; recent velocity used because sales are declining,,
VAY BAND 1313 MT CLUD GREY,VAY BAND 1313 MT CLUD GREY,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1313 MT CLUD GREY,,11500.0,287.5,0.0,0.0,86.25,44.48818897637795,Dormant,27.5,0.0,338.2352941176471,0.0,-100.0,Dormant Item,571.0707441918163,1.9863330232758827,Dormant,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,No,2.8,0.0,No Purchase,Low Stock Risk,Enough Stock / No Purchase,0.0,Yes,,0.0,0.0,Dormant; Dormant Item; Dormant; Low Stock Risk; Enough Stock / No Purchase,,
VAY BAND 1401 BLACK MATT,VAY BAND 1401 BLACK MATT,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1401 BLACK MATT,,8700.0,217.5,0.0,0.0,65.25,39.76377952755906,Dormant,27.5,0.0,255.88235294117646,0.0,-100.0,Dormant Item,393.9526849111679,1.8112767122352549,Dormant,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,No,2.8,0.0,No Purchase,Low Stock Risk,Enough Stock / No Purchase,0.0,Yes,,0.0,0.0,Dormant; Dormant Item; Dormant; Low Stock Risk; Enough Stock / No Purchase,,
VAY BAND 1401GL BLACK GLOSSY,VAY BAND 1401GL BLACK GLOSSY,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1401GL BLACK GLOSSY,,20450.0,511.25,1700.0,283.3333333333333,351.7083333333333,76.77165354330708,Fast Moving,60.0,50.0,551.4705882352941,283.3333333333333,-48.62222222222223,Downward Trend,540.238254657028,1.0567007426054338,Moderate,19700.0,38.53300733496332,69.52941176470588,283.3333333333333,2.0,566.6666666666666,0.0,,0.0,0.0,19700.0,69.52941176470588,0.0,Yes,5.7,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,783.3333333333335,Yes,,0.0,0.0,Fast Moving; Downward Trend; Moderate; Overstock Risk; Enough Stock / No Purchase; dynamic cover 2.0 months; recent velocity used because sales are declining,,
VAY BAND 1401HG 40MMX50MTR,VAY BAND 1401HG 40MMX50MTR,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1401HG 40MMX50MTR,,1150.0,28.75,0.0,0.0,8.625,10.433070866141732,Dormant,10.0,0.0,33.8235294117647,0.0,-100.0,Dormant Item,107.94555845306279,3.7546281201065317,Dormant,1450.0,50.43478260869565,,0.0,0.0,0.0,0.0,,0.0,0.0,1450.0,0.0,0.0,No,7.98,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,-1500.0,Yes,,0.0,0.0,Dormant; Dormant Item; Dormant; Overstock Risk; Enough Stock / No Purchase,,
VAY BAND 1515 VENGA MT,VAY BAND 1515 VENGA MT,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1515 VENGA MT,,6800.0,170.0,0.0,0.0,51.0,34.645669291338585,Dormant,42.5,0.0,200.0,0.0,-100.0,Dormant Item,237.45444907311253,1.3967908769006618,Dormant,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,No,3.39,0.0,No Purchase,Low Stock Risk,Enough Stock / No Purchase,0.0,Yes,,0.0,0.0,Dormant; Dormant Item; Dormant; Low Stock Risk; Enough Stock / No Purchase,,
VAY BAND 1515 VENGA MT (0.45MMX22MM),VAY BAND 1515 VENGA MT (0.45MMX22MM),RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1515 VENGA MT (0.45MMX22MM),,350.0,8.75,200.0,33.333333333333336,25.958333333333332,19.68503937007874,Slow Moving,10.0,33.33333333333333,4.411764705882353,33.333333333333336,655.5555555555555,Strong Upward Trend,27.473763708449052,3.1398587095370347,Irregular,3450.0,394.2857142857143,103.49999999999999,33.333333333333336,1.0,33.333333333333336,0.0,1300.0,0.0,0.0,3450.0,103.49999999999999,0.0,Yes,3.05,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,-1166.6666666666667,Yes,,0.0,0.0,Slow Moving; Strong Upward Trend; Irregular; Overstock Risk; Enough Stock / No Purchase; dynamic cover 1.0 months,,
VAY BAND 1735,VAY BAND 1735,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1735,,4150.0,103.75,0.0,0.0,31.125,22.04724409448819,Dormant,15.0,0.0,122.05882352941177,0.0,-100.0,Dormant Item,321.73159302237934,3.101027402625343,Dormant,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,No Purchase,Low Stock Risk,Enough Stock / No Purchase,0.0,Yes,,0.0,0.0,Dormant; Dormant Item; Dormant; Low Stock Risk; Enough Stock / No Purchase,,
VAY BAND 1735 (.45X22MM),VAY BAND 1735 (.45X22MM),RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1735 (.45X22MM),,2300.0,57.5,250.0,41.666666666666664,46.416666666666664,30.511811023622048,Slow Moving,15.0,16.666666666666664,60.294117647058826,41.666666666666664,-30.894308943089438,Downward Trend,191.33471812238977,3.327560315171996,Irregular,9350.0,162.6086956521739,224.4,41.666666666666664,0.5,20.833333333333332,0.0,1300.0,0.0,0.0,9350.0,224.4,0.0,Yes,3.05,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,-1158.3333333333333,Yes,,0.0,0.0,Slow Moving; Downward Trend; Irregular; Overstock Risk; Enough Stock / No Purchase; dynamic cover 0.5 months; recent velocity used because sales are declining,,
VAY BAND 1735 40MM,VAY BAND 1735 40MM,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1735 40MM,,1900.0,47.5,0.0,0.0,14.25,14.960629921259844,Dormant,25.0,0.0,55.88235294117647,0.0,-100.0,Dormant Item,98.67714774546073,2.0774136367465417,Dormant,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,No,8.26,0.0,No Purchase,Low Stock Risk,Enough Stock / No Purchase,0.0,Yes,,0.0,0.0,Dormant; Dormant Item; Dormant; Low Stock Risk; Enough Stock / No Purchase,,
VAY BAND 1873,VAY BAND 1873,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1873,,52100.0,1302.5,450.0,75.0,443.25,84.25196850393701,Fast Moving,52.5,16.666666666666664,1519.1176470588234,75.0,-95.06292352371733,Strong Downward Trend,1820.8532094203558,1.3979679151020006,Irregular,1950.0,1.4971209213051824,26.0,75.0,1.5,112.5,0.0,,0.0,0.0,1950.0,26.0,0.0,Yes,3.39,0.0,No Purchase,Low Stock Risk,Enough Stock / No Purchase,2075.0,Yes,,0.0,0.0,Fast Moving; Strong Downward Trend; Irregular; Low Stock Risk; Enough Stock / No Purchase; dynamic cover 1.5 months; recent velocity used because sales are declining,,
VAY BAND 1873 0.5MMX40MM,VAY BAND 1873 0.5MMX40MM,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1873 0.5MMX40MM,,4450.0,111.25,1000.0,166.66666666666666,150.04166666666666,59.84251968503938,Medium Moving,37.5,50.0,101.47058823529412,166.66666666666666,64.25120772946859,Strong Upward Trend,190.6424697753659,1.713640177756098,Irregular,100.0,0.898876404494382,0.6000000000000001,166.66666666666666,2.5,416.66666666666663,316.66666666666663,,317.0,317.0,417.0,2.5020000000000002,0.33333333333337123,No,8.26,2618.42,High,High Stock Risk,Purchase Optimized,9164.048246666665,Yes,,317.0,2618.42,Medium Moving; Strong Upward Trend; Irregular; High Stock Risk; Purchase Optimized; dynamic cover 2.5 months,,
VAY BAND 1873 0.8MMX22MM,VAY BAND 1873 0.8MMX22MM,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1873 0.8MMX22MM,,11500.0,287.5,1900.0,316.6666666666667,307.91666666666663,74.40944881889764,Medium Moving,40.0,50.0,282.3529411764706,316.6666666666667,12.152777777777777,Stable Trend,449.1801648702005,1.5623657908528712,Irregular,6600.0,22.956521739130434,20.842105263157894,307.91666666666663,2.0,615.8333333333333,0.0,,0.0,0.0,6600.0,21.434370771312587,0.0,Yes,7.5,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,-183.33333333333326,Yes,,0.0,0.0,Medium Moving; Stable Trend; Irregular; Overstock Risk; Enough Stock / No Purchase; dynamic cover 2.0 months,,
VAY BAND 1873 0.8MMX40MM,VAY BAND 1873 0.8MMX40MM,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1873 0.8MMX40MM,,100.0,2.5,100.0,16.666666666666668,12.416666666666666,13.385826771653544,Slow Moving,2.5,16.666666666666664,0.0,16.666666666666668,0.0,New Moving Item,15.811388300841895,6.324555320336758,One-time Sale,1900.0,760.0,113.99999999999999,16.666666666666668,1.0,16.666666666666668,0.0,,0.0,0.0,1900.0,113.99999999999999,0.0,Yes,13.3,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,-1183.3333333333333,Yes,,0.0,0.0,Slow Moving; New Moving Item; One-time Sale; Overstock Risk; Enough Stock / No Purchase; dynamic cover 1.0 months,,
VAY BAND 1873 2MMX22MM,VAY BAND 1873 2MMX22MM,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1873 2MMX22MM,,1900.0,47.5,100.0,16.666666666666668,25.916666666666664,19.291338582677163,Slow Moving,15.0,16.666666666666664,52.94117647058823,16.666666666666668,-68.5185185185185,Strong Downward Trend,195.11666464070362,4.107719255593761,Irregular,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,No,15.1,0.0,No Purchase,Low Stock Risk,Enough Stock / No Purchase,316.6666666666667,Yes,,0.0,0.0,Slow Moving; Strong Downward Trend; Irregular; Low Stock Risk; Enough Stock / No Purchase; recent velocity used because sales are declining,,
VAY BAND 1873 2MMX40MM,VAY BAND 1873 2MMX40MM,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1873 2MMX40MM,,300.0,7.5,0.0,0.0,2.25,3.937007874015748,Dormant,5.0,0.0,8.823529411764707,0.0,-100.0,Dormant Item,33.10821417947284,4.4144285572630455,Dormant,1050.0,140.0,,0.0,0.0,0.0,0.0,,0.0,0.0,1050.0,0.0,0.0,No,31.88,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,-1500.0,Yes,,0.0,0.0,Dormant; Dormant Item; Dormant; Overstock Risk; Enough Stock / No Purchase,,
VAY BAND 19070,VAY BAND 19070,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 19070,,27750.0,693.75,0.0,0.0,208.125,65.35433070866141,Dormant,42.5,0.0,816.1764705882352,0.0,-100.0,Dormant Item,1100.360517844388,1.5861052509468654,Dormant,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,No,3.39,0.0,No Purchase,Low Stock Risk,Enough Stock / No Purchase,0.0,Yes,,0.0,0.0,Dormant; Dormant Item; Dormant; Low Stock Risk; Enough Stock / No Purchase,,
VAY BAND 19070 0.5MMX40MM,VAY BAND 19070 0.5MMX40MM,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 19070 0.5MMX40MM,,0.0,0.0,,0.0,0.0,0.0,Dead Stock / No Sales,0.0,0.0,0.0,0.0,0.0,No Sales,0.0,0.0,Irregular,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,No,8.26,0.0,No Purchase,Low Stock Risk,Enough Stock / No Purchase,0.0,Yes,,0.0,0.0,Dead Stock / No Sales; No Sales; Irregular; Low Stock Risk; Enough Stock / No Purchase,,
