Category,Size,Total Sales Qty,Recent Sales Qty,Current Stock Qty,Final PO Quantity,PO Value,Trend direction
Uncategorized,Uncategorized,3272865.0,86188.33333333333,1045761.0,17299.0,104723.15,Dormant Item
