Invoice No,Item Name,Qty,Amount,Date,Rate,CGST%,CGST,SGST%,SGST,IGST%,IGST,SlNo
383,VAY BAND 1735,100.00,501.50,27-09-23,4.25,9.00,38.25,9.00,38.25,0.00,0.00,1646
383,VAY BAND 19070,100.00,501.50,27-09-23,4.25,9.00,38.25,9.00,38.25,0.00,0.00,1647
383,VAY BAND 19071,100.00,501.50,27-09-23,4.25,9.00,38.25,9.00,38.25,0.00,0.00,1648
383,VAY BAND 5373MT,100.00,501.50,27-09-23,4.25,9.00,38.25,9.00,38.25,0.00,0.00,1649
383,VAY BAND 5465MT,100.00,501.50,27-09-23,4.25,9.00,38.25,9.00,38.25,0.00,0.00,1650
383,VAY BAND 5771,100.00,501.50,27-09-23,4.25,9.00,38.25,9.00,38.25,0.00,0.00,1651
383,VAY BAND REALWOOD LIGHT MAT,50.00,250.74,27-09-23,4.25,9.00,19.12,9.00,19.12,0.00,0.00,1652
383,VAY BAND REALWOOD-2 DARK MAT,100.00,501.50,27-09-23,4.25,9.00,38.25,9.00,38.25,0.00,0.00,1653
384,VAY BAND 1011HG(P-WHITE),100.00,846.06,27-09-23,7.17,9.00,64.53,9.00,64.53,0.00,0.00,1654
384,VAY BAND 10450,100.00,515.66,27-09-23,4.37,9.00,39.33,9.00,39.33,0.00,0.00,1655
384,VAY BAND 10659,100.00,515.66,27-09-23,4.37,9.00,39.33,9.00,39.33,0.00,0.00,1656
384,VAY BAND 1113HG(OFF-WHITE),100.00,846.06,27-09-23,7.17,9.00,64.53,9.00,64.53,0.00,0.00,1657
384,VAY BAND 1261MATT (DARK GREY),100.00,475.54,27-09-23,4.03,9.00,36.27,9.00,36.27,0.00,0.00,1658
384,VAY BAND 19071,100.00,515.66,27-09-23,4.37,9.00,39.33,9.00,39.33,0.00,0.00,1659
384,VAY BAND 19074,100.00,515.66,27-09-23,4.37,9.00,39.33,9.00,39.33,0.00,0.00,1660
384,VAY BAND 30007MT,100.00,515.66,27-09-23,4.37,9.00,39.33,9.00,39.33,0.00,0.00,1661
384,VAY BAND 30029MT,100.00,515.66,27-09-23,4.37,9.00,39.33,9.00,39.33,0.00,0.00,1662
384,VAY BAND 30034MT,100.00,515.66,27-09-23,4.37,9.00,39.33,9.00,39.33,0.00,0.00,1663
384,VAY BAND 30054MT,100.00,515.66,27-09-23,4.37,9.00,39.33,9.00,39.33,0.00,0.00,1664
384,VAY BAND 30072MT,100.00,515.66,27-09-23,4.37,9.00,39.33,9.00,39.33,0.00,0.00,1665
384,VAY BAND 30086MT,100.00,515.66,27-09-23,4.37,9.00,39.33,9.00,39.33,0.00,0.00,1666
384,VAY BAND 30167MT,100.00,515.66,27-09-23,4.37,9.00,39.33,9.00,39.33,0.00,0.00,1667
384,VAY BAND 30181MT,100.00,515.66,27-09-23,4.37,9.00,39.33,9.00,39.33,0.00,0.00,1668
384,VAY BAND 30216MT,100.00,515.66,27-09-23,4.37,9.00,39.33,9.00,39.33,0.00,0.00,1669
384,VAY BAND 5063MT,100.00,515.66,27-09-23,4.37,9.00,39.33,9.00,39.33,0.00,0.00,1670
384,VAY BAND 5095MT,100.00,515.66,27-09-23,4.37,9.00,39.33,9.00,39.33,0.00,0.00,1671
384,VAY BAND 5170MT,100.00,515.66,27-09-23,4.37,9.00,39.33,9.00,39.33,0.00,0.00,1672
384,VAY BAND 5171MT,100.00,515.66,27-09-23,4.37,9.00,39.33,9.00,39.33,0.00,0.00,1673
384,VAY BAND 5373MT,100.00,515.66,27-09-23,4.37,9.00,39.33,9.00,39.33,0.00,0.00,1674
384,VAY BAND 5550MT,100.00,515.66,27-09-23,4.37,9.00,39.33,9.00,39.33,0.00,0.00,1675
384,VAY BAND 5771,100.00,515.66,27-09-23,4.37,9.00,39.33,9.00,39.33,0.00,0.00,1676
384,VAY BAND 5772,100.00,515.66,27-09-23,4.37,9.00,39.33,9.00,39.33,0.00,0.00,1677
385,VAY BAND 10659,1000.00,5109.40,27-09-23,4.33,9.00,389.70,9.00,389.70,0.00,0.00,1678
386,VAY BAND 1113MT(OFF-WHITE),1000.00,4755.40,27-09-23,4.03,9.00,362.70,9.00,362.70,0.00,0.00,1679
387,VAY BAND 1113HG(OFF-WHITE)40MMX50MTR,50.00,767.00,27-09-23,13.00,9.00,58.50,9.00,58.50,0.00,0.00,1680
387,VAY BAND 19079,50.00,274.94,27-09-23,4.66,9.00,20.97,9.00,20.97,0.00,0.00,1681
388,VAY BAND 10659,350.00,1825.46,28-09-23,4.42,9.00,139.23,9.00,139.23,0.00,0.00,1682
388,VAY BAND 1261MATT (DARK GREY),200.00,951.08,28-09-23,4.03,9.00,72.54,9.00,72.54,0.00,0.00,1683
388,VAY BAND 19071,100.00,521.56,28-09-23,4.42,9.00,39.78,9.00,39.78,0.00,0.00,1684
388,VAY BAND REALWOOD LIGHT MAT,350.00,1825.46,28-09-23,4.42,9.00,139.23,9.00,139.23,0.00,0.00,1685
389,VAY BAND 1113MT(OFF-WHITE),100.00,475.54,29-09-23,4.03,9.00,36.27,9.00,36.27,0.00,0.00,1686
389,VAY BAND 1261HG (DARK GREY),50.00,423.02,29-09-23,7.17,9.00,32.26,9.00,32.26,0.00,0.00,1687
390,VAY BAND 1011HG(P-WHITE),150.00,1274.40,30-09-23,7.20,9.00,97.20,9.00,97.20,0.00,0.00,1688
390,VAY BAND 1113MT(OFF-WHITE),550.00,2615.46,30-09-23,4.03,9.00,199.48,9.00,199.48,0.00,0.00,1689
390,VAY BAND 19071,300.00,1564.68,30-09-23,4.42,9.00,119.34,9.00,119.34,0.00,0.00,1690
391,VAY BAND 1011MT(P-WHITE),150.00,713.30,30-09-23,4.03,9.00,54.40,9.00,54.40,0.00,0.00,1691
391,VAY BAND 1011MT(P-WHITE) 40MMX50MTR,50.00,475.54,30-09-23,8.06,9.00,36.27,9.00,36.27,0.00,0.00,1692
391,VAY BAND 30029MT,250.00,1374.70,30-09-23,4.66,9.00,104.85,9.00,104.85,0.00,0.00,1693
392,VAY BAND 1113HG(OFF-WHITE),100.00,846.06,30-09-23,7.17,9.00,64.53,9.00,64.53,0.00,0.00,1694
393,VAY BAND 1011MT(P-WHITE),250.00,1188.86,02-10-23,4.03,9.00,90.68,9.00,90.68,0.00,0.00,1695
393,VAY BAND 10659,500.00,2501.60,02-10-23,4.24,9.00,190.80,9.00,190.80,0.00,0.00,1696
393,VAY BAND 19070,250.00,1250.80,02-10-23,4.24,9.00,95.40,9.00,95.40,0.00,0.00,1697
394,VAY BAND 10485,500.00,2607.80,03-10-23,4.42,9.00,198.90,9.00,198.90,0.00,0.00,1698
394,VAY BAND 19070,500.00,2607.80,03-10-23,4.42,9.00,198.90,9.00,198.90,0.00,0.00,1699
395,VAY BAND 1011HG(P-WHITE),150.00,1237.22,03-10-23,6.99,9.00,94.36,9.00,94.36,0.00,0.00,1700
395,VAY BAND 10485,250.00,1277.34,03-10-23,4.33,9.00,97.42,9.00,97.42,0.00,0.00,1701
395,VAY BAND 10659,150.00,766.42,03-10-23,4.33,9.00,58.46,9.00,58.46,0.00,0.00,1702
395,VAY BAND 1261HG (DARK GREY),200.00,1649.64,03-10-23,6.99,9.00,125.82,9.00,125.82,0.00,0.00,1703
395,VAY BAND 1267 LITE GREY,150.00,713.30,03-10-23,4.03,9.00,54.40,9.00,54.40,0.00,0.00,1704
395,VAY BAND 1313 HG CLUD GREY,150.00,1237.22,03-10-23,6.99,9.00,94.36,9.00,94.36,0.00,0.00,1705
395,VAY BAND 1313 MT CLUD GREY,200.00,951.08,03-10-23,4.03,9.00,72.54,9.00,72.54,0.00,0.00,1706
395,VAY BAND REALWOOD-2 DARK MAT,200.00,1021.88,03-10-23,4.33,9.00,77.94,9.00,77.94,0.00,0.00,1707
396,VAY BAND 1873,500.00,2607.80,03-10-23,4.42,9.00,198.90,9.00,198.90,0.00,0.00,1708
396,VAY BAND 30086MT,500.00,2607.80,03-10-23,4.42,9.00,198.90,9.00,198.90,0.00,0.00,1709
397,VAY BAND 1013,400.00,2095.68,04-10-23,4.44,9.00,159.84,9.00,159.84,0.00,0.00,1710
398,VAY BAND 10485,350.00,1788.30,04-10-23,4.33,9.00,136.40,9.00,136.40,0.00,0.00,1711
399,VAY BAND 10450,250.00,1374.70,04-10-23,4.66,9.00,104.85,9.00,104.85,0.00,0.00,1712
400,VAY BAND 10659,100.00,549.88,06-10-23,4.66,9.00,41.94,9.00,41.94,0.00,0.00,1713
401,VAY BAND 10485,50.00,274.94,06-10-23,4.66,9.00,20.97,9.00,20.97,0.00,0.00,1714
401,VAY BAND 1113MT(OFF-WHITE),250.00,1188.86,06-10-23,4.03,9.00,90.68,9.00,90.68,0.00,0.00,1715
402,VAY BAND 10485,100.00,521.56,06-10-23,4.42,9.00,39.78,9.00,39.78,0.00,0.00,1716
402,VAY BAND 10659,50.00,260.78,06-10-23,4.42,9.00,19.89,9.00,19.89,0.00,0.00,1717
402,VAY BAND 10944,50.00,260.78,06-10-23,4.42,9.00,19.89,9.00,19.89,0.00,0.00,1718
402,VAY BAND 19070,100.00,521.56,06-10-23,4.42,9.00,39.78,9.00,39.78,0.00,0.00,1719
402,VAY BAND 19071,100.00,521.56,06-10-23,4.42,9.00,39.78,9.00,39.78,0.00,0.00,1720
402,VAY BAND 19074,100.00,521.56,06-10-23,4.42,9.00,39.78,9.00,39.78,0.00,0.00,1721
402,VAY BAND 19079,100.00,521.56,06-10-23,4.42,9.00,39.78,9.00,39.78,0.00,0.00,1722
402,VAY BAND 30029MT,50.00,260.78,06-10-23,4.42,9.00,19.89,9.00,19.89,0.00,0.00,1723
402,VAY BAND 30034MT,50.00,260.78,06-10-23,4.42,9.00,19.89,9.00,19.89,0.00,0.00,1724
402,VAY BAND 5063MT,100.00,521.56,06-10-23,4.42,9.00,39.78,9.00,39.78,0.00,0.00,1725
402,VAY BAND 5550MT,100.00,521.56,06-10-23,4.42,9.00,39.78,9.00,39.78,0.00,0.00,1726
402,VAY BAND REALWOOD LIGHT MAT,100.00,521.56,06-10-23,4.42,9.00,39.78,9.00,39.78,0.00,0.00,1727
403,VAY BAND 1013,100.00,521.56,07-10-23,4.42,9.00,39.78,9.00,39.78,0.00,0.00,1728
403,VAY BAND 10485,100.00,521.56,07-10-23,4.42,9.00,39.78,9.00,39.78,0.00,0.00,1729
403,VAY BAND 10659,150.00,782.34,07-10-23,4.42,9.00,59.67,9.00,59.67,0.00,0.00,1730
403,VAY BAND 1261MATT (DARK GREY),100.00,475.54,07-10-23,4.03,9.00,36.27,9.00,36.27,0.00,0.00,1731
403,VAY BAND 1313 MT CLUD GREY,100.00,475.54,07-10-23,4.03,9.00,36.27,9.00,36.27,0.00,0.00,1732
403,VAY BAND 5063MT,100.00,521.56,07-10-23,4.42,9.00,39.78,9.00,39.78,0.00,0.00,1733
403,VAY BAND 5465MT,100.00,521.56,07-10-23,4.42,9.00,39.78,9.00,39.78,0.00,0.00,1734
403,VAY BAND REALWOOD LIGHT MAT,150.00,782.34,07-10-23,4.42,9.00,59.67,9.00,59.67,0.00,0.00,1735
403,VAY BAND REALWOOD-2 DARK MAT,100.00,521.56,07-10-23,4.42,9.00,39.78,9.00,39.78,0.00,0.00,1736
404,VAY BAND 10485,500.00,2607.80,07-10-23,4.42,9.00,198.90,9.00,198.90,0.00,0.00,1737
404,VAY BAND 10944,500.00,2607.80,07-10-23,4.42,9.00,198.90,9.00,198.90,0.00,0.00,1738
405,VAY BAND 1011HG(P-WHITE),400.00,3384.24,07-10-23,7.17,9.00,258.12,9.00,258.12,0.00,0.00,1739
405,VAY BAND 10659,300.00,1564.68,07-10-23,4.42,9.00,119.34,9.00,119.34,0.00,0.00,1740
405,VAY BAND 1261HG (DARK GREY),300.00,2538.18,07-10-23,7.17,9.00,193.59,9.00,193.59,0.00,0.00,1741
406,VAY BAND 1011HG(P-WHITE),500.00,4000.20,10-10-23,6.78,9.00,305.10,9.00,305.10,0.00,0.00,1742
406,VAY BAND 10659,500.00,2554.70,10-10-23,4.33,9.00,194.85,9.00,194.85,0.00,0.00,1743
406,VAY BAND 1261HG (DARK GREY),1000.00,8000.40,10-10-23,6.78,9.00,610.20,9.00,610.20,0.00,0.00,1744
406,VAY BAND 1313 HG CLUD GREY,500.00,4000.20,10-10-23,6.78,9.00,305.10,9.00,305.10,0.00,0.00,1745
406,VAY BAND 1313 MT CLUD GREY,500.00,2377.70,10-10-23,4.03,9.00,181.35,9.00,181.35,0.00,0.00,1746
407,VAY BAND 1113HG(OFF-WHITE),250.00,2062.06,10-10-23,6.99,9.00,157.28,9.00,157.28,0.00,0.00,1747
407,VAY BAND 1113MT(OFF-WHITE),250.00,1188.86,10-10-23,4.03,9.00,90.68,9.00,90.68,0.00,0.00,1748
407,VAY BAND 11510,750.00,3832.04,10-10-23,4.33,9.00,292.27,9.00,292.27,0.00,0.00,1749
408,VAY BAND 10485,200.00,1043.12,10-10-23,4.42,9.00,79.56,9.00,79.56,0.00,0.00,1750
408,VAY BAND 1101HG LIGHT GREY,250.00,2115.14,10-10-23,7.17,9.00,161.32,9.00,161.32,0.00,0.00,1751
408,VAY BAND 11510,250.00,1303.90,10-10-23,4.42,9.00,99.45,9.00,99.45,0.00,0.00,1752
408,VAY BAND 1261HG (DARK GREY),300.00,2538.18,10-10-23,7.17,9.00,193.59,9.00,193.59,0.00,0.00,1753
409,VAY BAND 1011HG(P-WHITE),150.00,1269.10,11-10-23,7.17,9.00,96.80,9.00,96.80,0.00,0.00,1754
409,VAY BAND 1011MT(P-WHITE),150.00,713.30,11-10-23,4.03,9.00,54.40,9.00,54.40,0.00,0.00,1755
409,VAY BAND 1113HG(OFF-WHITE),150.00,1269.10,11-10-23,7.17,9.00,96.80,9.00,96.80,0.00,0.00,1756
409,VAY BAND 1113MT(OFF-WHITE),150.00,713.30,11-10-23,4.03,9.00,54.40,9.00,54.40,0.00,0.00,1757
409,VAY BAND 1261HG (DARK GREY),150.00,1269.10,11-10-23,7.17,9.00,96.80,9.00,96.80,0.00,0.00,1758
409,VAY BAND 1261MATT (DARK GREY),100.00,475.54,11-10-23,4.03,9.00,36.27,9.00,36.27,0.00,0.00,1759
409,VAY BAND REALWOOD-2 DARK MAT,150.00,782.34,11-10-23,4.42,9.00,59.67,9.00,59.67,0.00,0.00,1760
410,VAY BAND 10485,250.00,1277.34,11-10-23,4.33,9.00,97.42,9.00,97.42,0.00,0.00,1761
410,VAY BAND 1113HG(OFF-WHITE),150.00,1237.22,11-10-23,6.99,9.00,94.36,9.00,94.36,0.00,0.00,1762
410,VAY BAND 1113MT(OFF-WHITE),100.00,475.54,11-10-23,4.03,9.00,36.27,9.00,36.27,0.00,0.00,1763
410,VAY BAND 1261HG (DARK GREY),250.00,2062.06,11-10-23,6.99,9.00,157.28,9.00,157.28,0.00,0.00,1764
410,VAY BAND 19070,250.00,1277.34,11-10-23,4.33,9.00,97.42,9.00,97.42,0.00,0.00,1765
410,VAY BAND 19071,250.00,1277.34,11-10-23,4.33,9.00,97.42,9.00,97.42,0.00,0.00,1766
410,VAY BAND REALWOOD LIGHT MAT 40MMX50MTR,50.00,650.18,11-10-23,11.02,9.00,49.59,9.00,49.59,0.00,0.00,1767
411,VAY BAND 1013,100.00,500.32,11-10-23,4.24,9.00,38.16,9.00,38.16,0.00,0.00,1768
411,VAY BAND 10659,100.00,500.32,11-10-23,4.24,9.00,38.16,9.00,38.16,0.00,0.00,1769
411,VAY BAND 10944,100.00,500.32,11-10-23,4.24,9.00,38.16,9.00,38.16,0.00,0.00,1770
411,VAY BAND 11510,100.00,500.32,11-10-23,4.24,9.00,38.16,9.00,38.16,0.00,0.00,1771
411,VAY BAND 1873,100.00,500.32,11-10-23,4.24,9.00,38.16,9.00,38.16,0.00,0.00,1772
411,VAY BAND 19079,100.00,500.32,11-10-23,4.24,9.00,38.16,9.00,38.16,0.00,0.00,1773
411,VAY BAND 30029MT,100.00,500.32,11-10-23,4.24,9.00,38.16,9.00,38.16,0.00,0.00,1774
411,VAY BAND 30167MT,100.00,500.32,11-10-23,4.24,9.00,38.16,9.00,38.16,0.00,0.00,1775
411,VAY BAND 30216MT,100.00,500.32,11-10-23,4.24,9.00,38.16,9.00,38.16,0.00,0.00,1776
411,VAY BAND 5063MT,100.00,500.32,11-10-23,4.24,9.00,38.16,9.00,38.16,0.00,0.00,1777
411,VAY BAND 5465MT,100.00,500.32,11-10-23,4.24,9.00,38.16,9.00,38.16,0.00,0.00,1778
411,VAY BAND 5550MT,100.00,500.32,11-10-23,4.24,9.00,38.16,9.00,38.16,0.00,0.00,1779
411,VAY BAND 5772,100.00,500.32,11-10-23,4.24,9.00,38.16,9.00,38.16,0.00,0.00,1780
411,VAY BAND REALWOOD LIGHT MAT,100.00,500.32,11-10-23,4.24,9.00,38.16,9.00,38.16,0.00,0.00,1781
411,VAY BAND REALWOOD-2 DARK MAT,150.00,750.48,11-10-23,4.24,9.00,57.24,9.00,57.24,0.00,0.00,1782
412,VAY BAND 10659,500.00,2749.40,11-10-23,4.66,9.00,209.70,9.00,209.70,0.00,0.00,1783
413,VAY BAND 1011MT(P-WHITE),500.00,2377.70,11-10-23,4.03,9.00,181.35,9.00,181.35,0.00,0.00,1784
414,VAY BAND 10485,150.00,824.82,11-10-23,4.66,9.00,62.91,9.00,62.91,0.00,0.00,1785
414,VAY BAND 10659,150.00,824.82,11-10-23,4.66,9.00,62.91,9.00,62.91,0.00,0.00,1786
414,VAY BAND 11510,150.00,824.82,11-10-23,4.66,9.00,62.91,9.00,62.91,0.00,0.00,1787
415,VAY BAND REALWOOD LIGHT MAT,250.00,1309.80,12-10-23,4.44,9.00,99.90,9.00,99.90,0.00,0.00,1788
415,VAY BAND REALWOOD-2 DARK MAT,150.00,785.88,12-10-23,4.44,9.00,59.94,9.00,59.94,0.00,0.00,1789
416,VAY BAND 10659,100.00,549.88,13-10-23,4.66,9.00,41.94,9.00,41.94,0.00,0.00,1790
417,VAY BAND 5465MT,250.00,1374.70,13-10-23,4.66,9.00,104.85,9.00,104.85,0.00,0.00,1791
418,VAY BAND 1113MT(OFF-WHITE) 40MMX50MTR,50.00,475.54,13-10-23,8.06,9.00,36.27,9.00,36.27,0.00,0.00,1792
419,VAY BAND 1011MT(P-WHITE),300.00,1426.62,16-10-23,4.03,9.00,108.81,9.00,108.81,0.00,0.00,1793
419,VAY BAND 11510,300.00,1504.50,16-10-23,4.25,9.00,114.75,9.00,114.75,0.00,0.00,1794
419,VAY BAND 1873,300.00,1504.50,16-10-23,4.25,9.00,114.75,9.00,114.75,0.00,0.00,1795
419,VAY BAND 6987,100.00,501.50,16-10-23,4.25,9.00,38.25,9.00,38.25,0.00,0.00,1796
420,VAY BAND 1011HG(P-WHITE),250.00,2062.06,16-10-23,6.99,9.00,157.28,9.00,157.28,0.00,0.00,1797
420,VAY BAND 1011MT(P-WHITE),500.00,2377.70,16-10-23,4.03,9.00,181.35,9.00,181.35,0.00,0.00,1798
420,VAY BAND 1013,500.00,2554.70,16-10-23,4.33,9.00,194.85,9.00,194.85,0.00,0.00,1799
420,VAY BAND 1014 SPECIAL WHITE,250.00,1188.86,16-10-23,4.03,9.00,90.68,9.00,90.68,0.00,0.00,1800
420,VAY BAND 1113HG(OFF-WHITE),150.00,1237.22,16-10-23,6.99,9.00,94.36,9.00,94.36,0.00,0.00,1801
420,VAY BAND 1262 HG,150.00,1237.22,16-10-23,6.99,9.00,94.36,9.00,94.36,0.00,0.00,1802
420,VAY BAND 1313 HG CLUD GREY,250.00,2062.06,16-10-23,6.99,9.00,157.28,9.00,157.28,0.00,0.00,1803
420,VAY BAND 1313 MT CLUD GREY,250.00,1188.86,16-10-23,4.03,9.00,90.68,9.00,90.68,0.00,0.00,1804
420,VAY BAND 30007MT,250.00,1277.34,16-10-23,4.33,9.00,97.42,9.00,97.42,0.00,0.00,1805
420,VAY BAND 30029MT,250.00,1277.34,16-10-23,4.33,9.00,97.42,9.00,97.42,0.00,0.00,1806
421,POLYFIX-FLX 50GM,20.00,1569.88,16-10-23,66.52,9.00,119.74,9.00,119.74,0.00,0.00,1807
422,VAY BAND 1011MT(P-WHITE),1250.00,5944.26,17-10-23,4.03,9.00,453.38,9.00,453.38,0.00,0.00,1808
422,VAY BAND 1011MT(P-WHITE) 40MMX50MTR,250.00,2377.70,17-10-23,8.06,9.00,181.35,9.00,181.35,0.00,0.00,1809
423,VAY BAND 1011HG(P-WHITE),500.00,4124.10,17-10-23,6.99,9.00,314.55,9.00,314.55,0.00,0.00,1810
423,VAY BAND 1011MT(P-WHITE),1000.00,4755.40,17-10-23,4.03,9.00,362.70,9.00,362.70,0.00,0.00,1811
423,VAY BAND 1013,1000.00,5109.40,17-10-23,4.33,9.00,389.70,9.00,389.70,0.00,0.00,1812
423,VAY BAND 10659,250.00,1277.34,17-10-23,4.33,9.00,97.42,9.00,97.42,0.00,0.00,1813
423,VAY BAND 10659 40MM,100.00,1300.36,17-10-23,11.02,9.00,99.18,9.00,99.18,0.00,0.00,1814
423,VAY BAND 1113MT(OFF-WHITE),500.00,2377.70,17-10-23,4.03,9.00,181.35,9.00,181.35,0.00,0.00,1815
423,VAY BAND 1261HG (DARK GREY),500.00,4124.10,17-10-23,6.99,9.00,314.55,9.00,314.55,0.00,0.00,1816
423,VAY BAND 1401 BLACK MATT,250.00,1188.86,17-10-23,4.03,9.00,90.68,9.00,90.68,0.00,0.00,1817
423,VAY BAND 1515 VENGA MT,250.00,1277.34,17-10-23,4.33,9.00,97.42,9.00,97.42,0.00,0.00,1818
423,VAY BAND 30086MT,250.00,1277.34,17-10-23,4.33,9.00,97.42,9.00,97.42,0.00,0.00,1819
423,VAY BAND REALWOOD LIGHT MAT 40MMX50MTR,100.00,1300.36,17-10-23,11.02,9.00,99.18,9.00,99.18,0.00,0.00,1820
423,VAY BAND REALWOOD-2 DARK MAT,500.00,2554.70,17-10-23,4.33,9.00,194.85,9.00,194.85,0.00,0.00,1821
424,VAY BAND 1113MT(OFF-WHITE),1000.00,4755.40,17-10-23,4.03,9.00,362.70,9.00,362.70,0.00,0.00,1822
424,VAY BAND 1113MT(OFF-WHITE) 40MMX50MTR,50.00,475.54,17-10-23,8.06,9.00,36.27,9.00,36.27,0.00,0.00,1823
425,VAY BAND 1011HG(P-WHITE),100.00,824.82,19-10-23,6.99,9.00,62.91,9.00,62.91,0.00,0.00,1824
425,VAY BAND 1011MT(P-WHITE),100.00,475.54,19-10-23,4.03,9.00,36.27,9.00,36.27,0.00,0.00,1825
425,VAY BAND 1013,250.00,1277.34,19-10-23,4.33,9.00,97.42,9.00,97.42,0.00,0.00,1826
425,VAY BAND 10450,150.00,766.42,19-10-23,4.33,9.00,58.46,9.00,58.46,0.00,0.00,1827
425,VAY BAND 10485,150.00,766.42,19-10-23,4.33,9.00,58.46,9.00,58.46,0.00,0.00,1828
425,VAY BAND 10659,200.00,1021.88,19-10-23,4.33,9.00,77.94,9.00,77.94,0.00,0.00,1829
425,VAY BAND 10944,150.00,766.42,19-10-23,4.33,9.00,58.46,9.00,58.46,0.00,0.00,1830
425,VAY BAND 1113HG(OFF-WHITE),150.00,1237.22,19-10-23,6.99,9.00,94.36,9.00,94.36,0.00,0.00,1831
425,VAY BAND 1261HG (DARK GREY),150.00,1237.22,19-10-23,6.99,9.00,94.36,9.00,94.36,0.00,0.00,1832
425,VAY BAND 1261MATT (DARK GREY),50.00,237.78,19-10-23,4.03,9.00,18.14,9.00,18.14,0.00,0.00,1833
425,VAY BAND 1313 HG CLUD GREY,150.00,1237.22,19-10-23,6.99,9.00,94.36,9.00,94.36,0.00,0.00,1834
425,VAY BAND 1313 MT CLUD GREY,100.00,475.54,19-10-23,4.03,9.00,36.27,9.00,36.27,0.00,0.00,1835
425,VAY BAND 1873,100.00,510.94,19-10-23,4.33,9.00,38.97,9.00,38.97,0.00,0.00,1836
425,VAY BAND 19070,250.00,1277.34,19-10-23,4.33,9.00,97.42,9.00,97.42,0.00,0.00,1837
425,VAY BAND 19071,150.00,766.42,19-10-23,4.33,9.00,58.46,9.00,58.46,0.00,0.00,1838
425,VAY BAND 19079,100.00,510.94,19-10-23,4.33,9.00,38.97,9.00,38.97,0.00,0.00,1839
425,VAY BAND 30086MT,100.00,510.94,19-10-23,4.33,9.00,38.97,9.00,38.97,0.00,0.00,1840
425,VAY BAND 5095MT,100.00,510.94,19-10-23,4.33,9.00,38.97,9.00,38.97,0.00,0.00,1841
425,VAY BAND 5373MT,100.00,510.94,19-10-23,4.33,9.00,38.97,9.00,38.97,0.00,0.00,1842
425,VAY BAND 5465MT,150.00,766.42,19-10-23,4.33,9.00,58.46,9.00,58.46,0.00,0.00,1843
425,VAY BAND 5771,200.00,1021.88,19-10-23,4.33,9.00,77.94,9.00,77.94,0.00,0.00,1844
425,VAY BAND 5772,150.00,766.42,19-10-23,4.33,9.00,58.46,9.00,58.46,0.00,0.00,1845
425,VAY BAND REALWOOD LIGHT MAT,150.00,766.42,19-10-23,4.33,9.00,58.46,9.00,58.46,0.00,0.00,1846
426,VAY BAND 10659,500.00,2554.70,19-10-23,4.33,9.00,194.85,9.00,194.85,0.00,0.00,1847
426,VAY BAND 11510,500.00,2554.70,19-10-23,4.33,9.00,194.85,9.00,194.85,0.00,0.00,1848
427,VAY BAND 10659,300.00,1500.96,19-10-23,4.24,9.00,114.48,9.00,114.48,0.00,0.00,1849
427,VAY BAND 11510,100.00,500.32,19-10-23,4.24,9.00,38.16,9.00,38.16,0.00,0.00,1850
427,VAY BAND 1261HG (DARK GREY),100.00,800.04,19-10-23,6.78,9.00,61.02,9.00,61.02,0.00,0.00,1851
427,VAY BAND 1261MATT (DARK GREY),300.00,1426.62,19-10-23,4.03,9.00,108.81,9.00,108.81,0.00,0.00,1852
427,VAY BAND 1313 MT CLUD GREY,100.00,475.54,19-10-23,4.03,9.00,36.27,9.00,36.27,0.00,0.00,1853
427,VAY BAND 19070,100.00,500.32,19-10-23,4.24,9.00,38.16,9.00,38.16,0.00,0.00,1854
427,VAY BAND 5063MT,100.00,500.32,19-10-23,4.24,9.00,38.16,9.00,38.16,0.00,0.00,1855
427,VAY BAND 5465MT,100.00,500.32,19-10-23,4.24,9.00,38.16,9.00,38.16,0.00,0.00,1856
427,VAY BAND REALWOOD-2 DARK MAT,100.00,500.32,19-10-23,4.24,9.00,38.16,9.00,38.16,0.00,0.00,1857
428,VAY BAND 10450,150.00,824.82,19-10-23,4.66,9.00,62.91,9.00,62.91,0.00,0.00,1858
428,VAY BAND 10659,150.00,824.82,19-10-23,4.66,9.00,62.91,9.00,62.91,0.00,0.00,1859
429,VAY BAND 10485,250.00,1374.70,20-10-23,4.66,9.00,104.85,9.00,104.85,0.00,0.00,1860
429,VAY BAND 1261HG (DARK GREY),100.00,846.06,20-10-23,7.17,9.00,64.53,9.00,64.53,0.00,0.00,1861
429,VAY BAND REALWOOD LIGHT MAT,250.00,1374.70,20-10-23,4.66,9.00,104.85,9.00,104.85,0.00,0.00,1862
430,VAY BAND 1013,400.00,2043.76,23-10-23,4.33,9.00,155.88,9.00,155.88,0.00,0.00,1863
430,VAY BAND 10659,300.00,1532.82,23-10-23,4.33,9.00,116.91,9.00,116.91,0.00,0.00,1864
430,VAY BAND 11510,200.00,1021.88,23-10-23,4.33,9.00,77.94,9.00,77.94,0.00,0.00,1865
430,VAY BAND REALWOOD LIGHT MAT,300.00,1532.82,23-10-23,4.33,9.00,116.91,9.00,116.91,0.00,0.00,1866
431,VAY BAND 1011HG(P-WHITE),400.00,3299.28,23-10-23,6.99,9.00,251.64,9.00,251.64,0.00,0.00,1867
431,VAY BAND 1113MT(OFF-WHITE) 40MMX50MTR,100.00,951.08,23-10-23,8.06,9.00,72.54,9.00,72.54,0.00,0.00,1868
