Invoice No,Item Name,Qty,Amount,Date,Rate,CGST%,CGST,SGST%,SGST,IGST%,IGST,SlNo
153,VAY BAND 1113HG(OFF-WHITE),250.00,2062.06,15-06-23,6.99,9.00,157.28,9.00,157.28,0.00,0.00,645
153,VAY BAND 1261HG (DARK GREY),250.00,2062.06,15-06-23,6.99,9.00,157.28,9.00,157.28,0.00,0.00,646
153,VAY BAND 1261MATT (DARK GREY),250.00,1188.86,15-06-23,4.03,9.00,90.68,9.00,90.68,0.00,0.00,647
153,VAY BAND 1267 LITE GREY,250.00,1188.86,15-06-23,4.03,9.00,90.68,9.00,90.68,0.00,0.00,648
153,VAY BAND 1401GL BLACK GLOSSY,500.00,4124.10,15-06-23,6.99,9.00,314.55,9.00,314.55,0.00,0.00,649
153,VAY BAND 1515 VENGA MT,250.00,1289.14,15-06-23,4.37,9.00,98.32,9.00,98.32,0.00,0.00,650
153,VAY BAND 30007MT,500.00,2578.30,15-06-23,4.37,9.00,196.65,9.00,196.65,0.00,0.00,651
153,VAY BAND 5465MT,450.00,2320.46,15-06-23,4.37,9.00,176.98,9.00,176.98,0.00,0.00,652
153,VAY BAND REALWOOD LIGHT MAT,500.00,2578.30,15-06-23,4.37,9.00,196.65,9.00,196.65,0.00,0.00,653
153,VAY BAND REALWOOD-2 DARK MAT,500.00,2578.30,15-06-23,4.37,9.00,196.65,9.00,196.65,0.00,0.00,654
154,VAY BAND 1011HG(P-WHITE),50.00,424.80,15-06-23,7.20,9.00,32.40,9.00,32.40,0.00,0.00,655
154,VAY BAND 1014 SPECIAL WHITE,50.00,237.78,15-06-23,4.03,9.00,18.14,9.00,18.14,0.00,0.00,656
154,VAY BAND 1101HG LIGHT GREY,50.00,424.80,15-06-23,7.20,9.00,32.40,9.00,32.40,0.00,0.00,657
154,VAY BAND 1267 LITE GREY,50.00,237.78,15-06-23,4.03,9.00,18.14,9.00,18.14,0.00,0.00,658
154,VAY BAND 1401 BLACK MATT,50.00,237.78,15-06-23,4.03,9.00,18.14,9.00,18.14,0.00,0.00,659
155,VAY BAND 10659,50.00,274.94,15-06-23,4.66,9.00,20.97,9.00,20.97,0.00,0.00,660
155,VAY BAND 1261MATT (DARK GREY),50.00,237.78,15-06-23,4.03,9.00,18.14,9.00,18.14,0.00,0.00,661
156,VAY BAND 1873,250.00,1374.70,15-06-23,4.66,9.00,104.85,9.00,104.85,0.00,0.00,662
157,VAY BAND 19079,250.00,1374.70,15-06-23,4.66,9.00,104.85,9.00,104.85,0.00,0.00,663
158,VAY BAND 10659 40MM,50.00,650.18,17-06-23,11.02,9.00,49.59,9.00,49.59,0.00,0.00,664
159,VAY BAND 1013,150.00,766.42,19-06-23,4.33,9.00,58.46,9.00,58.46,0.00,0.00,665
159,VAY BAND 10659,600.00,3065.64,19-06-23,4.33,9.00,233.82,9.00,233.82,0.00,0.00,666
159,VAY BAND 11510,150.00,766.42,19-06-23,4.33,9.00,58.46,9.00,58.46,0.00,0.00,667
159,VAY BAND 1873,200.00,1021.88,19-06-23,4.33,9.00,77.94,9.00,77.94,0.00,0.00,668
159,VAY BAND REALWOOD LIGHT MAT,150.00,766.42,19-06-23,4.33,9.00,58.46,9.00,58.46,0.00,0.00,669
160,VAY BAND 1261HG (DARK GREY),500.00,4495.80,19-06-23,7.62,9.00,342.90,9.00,342.90,0.00,0.00,670
160,VAY BAND 1261MATT (DARK GREY),250.00,1188.86,19-06-23,4.03,9.00,90.68,9.00,90.68,0.00,0.00,671
160,VAY BAND 1873,250.00,1312.74,19-06-23,4.45,9.00,100.12,9.00,100.12,0.00,0.00,672
161,VAY BAND 1013,250.00,1289.14,19-06-23,4.37,9.00,98.32,9.00,98.32,0.00,0.00,673
161,VAY BAND 10659,250.00,1289.14,19-06-23,4.37,9.00,98.32,9.00,98.32,0.00,0.00,674
161,VAY BAND 10944,250.00,1289.14,19-06-23,4.37,9.00,98.32,9.00,98.32,0.00,0.00,675
161,VAY BAND 11510,250.00,1289.14,19-06-23,4.37,9.00,98.32,9.00,98.32,0.00,0.00,676
161,VAY BAND 1261HG (DARK GREY),250.00,2062.06,19-06-23,6.99,9.00,157.28,9.00,157.28,0.00,0.00,677
161,VAY BAND 1873,250.00,1289.14,19-06-23,4.37,9.00,98.32,9.00,98.32,0.00,0.00,678
161,VAY BAND 19070,250.00,1289.14,19-06-23,4.37,9.00,98.32,9.00,98.32,0.00,0.00,679
161,VAY BAND 19079,250.00,1289.14,19-06-23,4.37,9.00,98.32,9.00,98.32,0.00,0.00,680
161,VAY BAND 30007MT,250.00,1289.14,19-06-23,4.37,9.00,98.32,9.00,98.32,0.00,0.00,681
161,VAY BAND 30167MT,250.00,1289.14,19-06-23,4.37,9.00,98.32,9.00,98.32,0.00,0.00,682
161,VAY BAND 30181MT,250.00,1289.14,19-06-23,4.37,9.00,98.32,9.00,98.32,0.00,0.00,683
161,VAY BAND 30216MT,250.00,1289.14,19-06-23,4.37,9.00,98.32,9.00,98.32,0.00,0.00,684
161,VAY BAND 5171MT,250.00,1289.14,19-06-23,4.37,9.00,98.32,9.00,98.32,0.00,0.00,685
161,VAY BAND 5550MT,250.00,1289.14,19-06-23,4.37,9.00,98.32,9.00,98.32,0.00,0.00,686
161,VAY BAND 5772,250.00,1289.14,19-06-23,4.37,9.00,98.32,9.00,98.32,0.00,0.00,687
161,VAY BAND REALWOOD LIGHT MAT,750.00,3867.46,19-06-23,4.37,9.00,294.98,9.00,294.98,0.00,0.00,688
161,VAY BAND REALWOOD-2 DARK MAT,250.00,1289.14,19-06-23,4.37,9.00,98.32,9.00,98.32,0.00,0.00,689
162,VAY BAND REALWOOD LIGHT MAT,50.00,274.94,19-06-23,4.66,9.00,20.97,9.00,20.97,0.00,0.00,690
162,VAY BAND REALWOOD-2 DARK MAT,50.00,274.94,19-06-23,4.66,9.00,20.97,9.00,20.97,0.00,0.00,691
163,POLYFIX DE-BONDER 100ML,1.00,271.98,19-06-23,230.50,9.00,20.74,9.00,20.74,0.00,0.00,692
163,VAY BAND 10485,50.00,274.94,19-06-23,4.66,9.00,20.97,9.00,20.97,0.00,0.00,693
164,VAY BAND 1011MT(P-WHITE),250.00,1188.86,19-06-23,4.03,9.00,90.68,9.00,90.68,0.00,0.00,694
164,VAY BAND 1113HG(OFF-WHITE),100.00,826.00,19-06-23,7.00,9.00,63.00,9.00,63.00,0.00,0.00,695
164,VAY BAND 1267 LITE GREY,250.00,1188.86,19-06-23,4.03,9.00,90.68,9.00,90.68,0.00,0.00,696
164,VAY BAND 1401 BLACK MATT,200.00,951.08,19-06-23,4.03,9.00,72.54,9.00,72.54,0.00,0.00,697
164,VAY BAND 1401GL BLACK GLOSSY,200.00,1652.00,19-06-23,7.00,9.00,126.00,9.00,126.00,0.00,0.00,698
164,VAY BAND 1873,250.00,1374.70,19-06-23,4.66,9.00,104.85,9.00,104.85,0.00,0.00,699
165,VAY BAND 10485,300.00,1504.50,19-06-23,4.25,9.00,114.75,9.00,114.75,0.00,0.00,700
165,VAY BAND 10659,300.00,1504.50,19-06-23,4.25,9.00,114.75,9.00,114.75,0.00,0.00,701
165,VAY BAND 11510,300.00,1504.50,19-06-23,4.25,9.00,114.75,9.00,114.75,0.00,0.00,702
165,VAY BAND 1267 LITE GREY,300.00,1426.62,19-06-23,4.03,9.00,108.81,9.00,108.81,0.00,0.00,703
165,VAY BAND 1515 VENGA MT,300.00,1504.50,19-06-23,4.25,9.00,114.75,9.00,114.75,0.00,0.00,704
165,VAY BAND 1873,300.00,1504.50,19-06-23,4.25,9.00,114.75,9.00,114.75,0.00,0.00,705
165,VAY BAND 5171MT,300.00,1504.50,19-06-23,4.25,9.00,114.75,9.00,114.75,0.00,0.00,706
165,VAY BAND 5771,300.00,1504.50,19-06-23,4.25,9.00,114.75,9.00,114.75,0.00,0.00,707
165,VAY BAND REALWOOD LIGHT MAT,300.00,1504.50,19-06-23,4.25,9.00,114.75,9.00,114.75,0.00,0.00,708
165,VAY BAND REALWOOD-2 DARK MAT,300.00,1504.50,19-06-23,4.25,9.00,114.75,9.00,114.75,0.00,0.00,709
166,VAY BAND 10659,1000.00,5215.60,21-06-23,4.42,9.00,397.80,9.00,397.80,0.00,0.00,710
167,VAY BAND 10450,200.00,1031.32,21-06-23,4.37,9.00,78.66,9.00,78.66,0.00,0.00,711
167,VAY BAND 10659,200.00,1031.32,21-06-23,4.37,9.00,78.66,9.00,78.66,0.00,0.00,712
167,VAY BAND 10944,200.00,1031.32,21-06-23,4.37,9.00,78.66,9.00,78.66,0.00,0.00,713
167,VAY BAND 19071,200.00,1031.32,21-06-23,4.37,9.00,78.66,9.00,78.66,0.00,0.00,714
167,VAY BAND 30029MT,200.00,1031.32,21-06-23,4.37,9.00,78.66,9.00,78.66,0.00,0.00,715
167,VAY BAND 30034MT,200.00,1031.32,21-06-23,4.37,9.00,78.66,9.00,78.66,0.00,0.00,716
167,VAY BAND 30054MT,200.00,1031.32,21-06-23,4.37,9.00,78.66,9.00,78.66,0.00,0.00,717
167,VAY BAND 5171MT,200.00,1031.32,21-06-23,4.37,9.00,78.66,9.00,78.66,0.00,0.00,718
167,VAY BAND 5373MT,200.00,1031.32,21-06-23,4.37,9.00,78.66,9.00,78.66,0.00,0.00,719
167,VAY BAND 5771,200.00,1031.32,21-06-23,4.37,9.00,78.66,9.00,78.66,0.00,0.00,720
167,VAY BAND REALWOOD LIGHT MAT,200.00,1031.32,21-06-23,4.37,9.00,78.66,9.00,78.66,0.00,0.00,721
167,VAY BAND REALWOOD-2 DARK MAT,200.00,1031.32,21-06-23,4.37,9.00,78.66,9.00,78.66,0.00,0.00,722
168,VAY BAND 10485,50.00,274.94,21-06-23,4.66,9.00,20.97,9.00,20.97,0.00,0.00,723
168,VAY BAND 10659,100.00,549.88,21-06-23,4.66,9.00,41.94,9.00,41.94,0.00,0.00,724
168,VAY BAND 10944,100.00,549.88,21-06-23,4.66,9.00,41.94,9.00,41.94,0.00,0.00,725
168,VAY BAND 30167MT,100.00,549.88,21-06-23,4.66,9.00,41.94,9.00,41.94,0.00,0.00,726
168,VAY BAND REALWOOD LIGHT MAT,50.00,274.94,21-06-23,4.66,9.00,20.97,9.00,20.97,0.00,0.00,727
168,VAY BAND REALWOOD-2 DARK MAT,100.00,549.88,21-06-23,4.66,9.00,41.94,9.00,41.94,0.00,0.00,728
169,POLYFIX WPC GRADE 50GM,20.00,2114.56,21-06-23,89.60,9.00,161.28,9.00,161.28,0.00,0.00,729
169,POLYFIX-FLX 50GM,100.00,7849.36,21-06-23,66.52,9.00,598.68,9.00,598.68,0.00,0.00,730
169,WOODSEAL 50GM,40.00,3520.18,21-06-23,74.58,9.00,268.49,9.00,268.49,0.00,0.00,731
169,WPC GLUE 600GM,2.00,1888.00,21-06-23,800.00,9.00,144.00,9.00,144.00,0.00,0.00,732
170,VAY BAND 10659,250.00,1375.06,22-06-23,4.66,9.00,104.88,9.00,104.88,0.00,0.00,733
170,VAY BAND 1261MATT (DARK GREY),150.00,713.30,22-06-23,4.03,9.00,54.40,9.00,54.40,0.00,0.00,734
170,VAY BAND 30029MT,150.00,824.82,22-06-23,4.66,9.00,62.91,9.00,62.91,0.00,0.00,735
170,VAY BAND REALWOOD-2 DARK MAT,150.00,825.04,22-06-23,4.66,9.00,62.93,9.00,62.93,0.00,0.00,736
171,VAY BAND 10659,500.00,2578.30,22-06-23,4.37,9.00,196.65,9.00,196.65,0.00,0.00,737
171,VAY BAND 30086MT,150.00,773.50,22-06-23,4.37,9.00,59.00,9.00,59.00,0.00,0.00,738
171,VAY BAND 5171MT,250.00,1289.14,22-06-23,4.37,9.00,98.32,9.00,98.32,0.00,0.00,739
171,VAY BAND 5774,50.00,257.82,22-06-23,4.37,9.00,19.66,9.00,19.66,0.00,0.00,740
171,VAY BAND REALWOOD LIGHT MAT,500.00,2578.30,22-06-23,4.37,9.00,196.65,9.00,196.65,0.00,0.00,741
171,VAY BAND REALWOOD-2 DARK MAT,500.00,2578.30,22-06-23,4.37,9.00,196.65,9.00,196.65,0.00,0.00,742
172,VAY BAND 10485,250.00,1374.70,22-06-23,4.66,9.00,104.85,9.00,104.85,0.00,0.00,743
173,VAY BAND REALWOOD LIGHT MAT,200.00,1099.76,22-06-23,4.66,9.00,83.88,9.00,83.88,0.00,0.00,744
174,VAY BAND 1261HG (DARK GREY),500.00,4248.00,23-06-23,7.20,9.00,324.00,9.00,324.00,0.00,0.00,745
174,VAY BAND 5095MT,300.00,1546.98,23-06-23,4.37,9.00,117.99,9.00,117.99,0.00,0.00,746
175,VAY BAND 1261HG (DARK GREY),200.00,1699.20,23-06-23,7.20,9.00,129.60,9.00,129.60,0.00,0.00,747
176,VAY BAND 1011MT(P-WHITE),150.00,713.30,23-06-23,4.03,9.00,54.40,9.00,54.40,0.00,0.00,748
176,VAY BAND 1261HG (DARK GREY),250.00,2124.00,23-06-23,7.20,9.00,162.00,9.00,162.00,0.00,0.00,749
177,VAY BAND 10485,200.00,1099.76,26-06-23,4.66,9.00,83.88,9.00,83.88,0.00,0.00,750
177,VAY BAND 10659,100.00,549.88,26-06-23,4.66,9.00,41.94,9.00,41.94,0.00,0.00,751
178,VAY BAND 1113MT(OFF-WHITE),150.00,713.30,26-06-23,4.03,9.00,54.40,9.00,54.40,0.00,0.00,752
178,VAY BAND 30072MT,150.00,825.04,26-06-23,4.66,9.00,62.93,9.00,62.93,0.00,0.00,753
179,VAY BAND 1011MT(P-WHITE),100.00,475.54,26-06-23,4.03,9.00,36.27,9.00,36.27,0.00,0.00,754
179,VAY BAND 1113MT(OFF-WHITE),100.00,475.54,26-06-23,4.03,9.00,36.27,9.00,36.27,0.00,0.00,755
180,VAY BAND 1011MT(P-WHITE),1250.00,5944.26,26-06-23,4.03,9.00,453.38,9.00,453.38,0.00,0.00,756
180,VAY BAND 10659,500.00,2578.30,26-06-23,4.37,9.00,196.65,9.00,196.65,0.00,0.00,757
180,VAY BAND 1101HG LIGHT GREY,250.00,2065.00,26-06-23,7.00,9.00,157.50,9.00,157.50,0.00,0.00,758
180,VAY BAND 1113HG(OFF-WHITE),1000.00,8260.00,26-06-23,7.00,9.00,630.00,9.00,630.00,0.00,0.00,759
180,VAY BAND 1113MT(OFF-WHITE),1250.00,5944.26,26-06-23,4.03,9.00,453.38,9.00,453.38,0.00,0.00,760
180,VAY BAND 1261MATT (DARK GREY),500.00,2377.70,26-06-23,4.03,9.00,181.35,9.00,181.35,0.00,0.00,761
180,VAY BAND 19071,250.00,1289.14,26-06-23,4.37,9.00,98.32,9.00,98.32,0.00,0.00,762
180,VAY BAND 30007MT,250.00,1289.14,26-06-23,4.37,9.00,98.32,9.00,98.32,0.00,0.00,763
180,VAY BAND 5063MT,500.00,2578.30,26-06-23,4.37,9.00,196.65,9.00,196.65,0.00,0.00,764
180,VAY BAND REALWOOD LIGHT MAT,150.00,773.50,26-06-23,4.37,9.00,59.00,9.00,59.00,0.00,0.00,765
181,VAY BAND 1013,250.00,1303.90,26-06-23,4.42,9.00,99.45,9.00,99.45,0.00,0.00,766
181,VAY BAND 10485,500.00,2607.80,26-06-23,4.42,9.00,198.90,9.00,198.90,0.00,0.00,767
181,VAY BAND REALWOOD LIGHT MAT,200.00,1043.12,26-06-23,4.42,9.00,79.56,9.00,79.56,0.00,0.00,768
182,VAY BAND 19071,100.00,550.02,26-06-23,4.66,9.00,41.95,9.00,41.95,0.00,0.00,769
183,VAY BAND 10659 40MM,50.00,650.18,26-06-23,11.02,9.00,49.59,9.00,49.59,0.00,0.00,770
184,VAY BAND 1013,250.00,1306.86,26-06-23,4.43,9.00,99.68,9.00,99.68,0.00,0.00,771
184,VAY BAND 10659,250.00,1306.86,26-06-23,4.43,9.00,99.68,9.00,99.68,0.00,0.00,772
184,VAY BAND 19070,400.00,2090.96,26-06-23,4.43,9.00,159.48,9.00,159.48,0.00,0.00,773
184,VAY BAND REALWOOD-2 DARK MAT,250.00,1306.86,26-06-23,4.43,9.00,99.68,9.00,99.68,0.00,0.00,774
185,VAY BAND 1011HG(P-WHITE),100.00,849.60,26-06-23,7.20,9.00,64.80,9.00,64.80,0.00,0.00,775
185,VAY BAND 1113MT(OFF-WHITE),100.00,475.54,26-06-23,4.03,9.00,36.27,9.00,36.27,0.00,0.00,776
186,VAY BAND 1011MT(P-WHITE),250.00,1188.86,26-06-23,4.03,9.00,90.68,9.00,90.68,0.00,0.00,777
186,VAY BAND 10659,650.00,3328.78,26-06-23,4.34,9.00,253.89,9.00,253.89,0.00,0.00,778
186,VAY BAND 1113HG(OFF-WHITE),200.00,1692.12,26-06-23,7.17,9.00,129.06,9.00,129.06,0.00,0.00,779
186,VAY BAND 1113MT(OFF-WHITE),150.00,713.30,26-06-23,4.03,9.00,54.40,9.00,54.40,0.00,0.00,780
187,VAY BAND 10659,200.00,1099.76,26-06-23,4.66,9.00,83.88,9.00,83.88,0.00,0.00,781
187,VAY BAND 1401 BLACK MATT,100.00,475.54,26-06-23,4.03,9.00,36.27,9.00,36.27,0.00,0.00,782
187,VAY BAND REALWOOD LIGHT MAT,100.00,549.88,26-06-23,4.66,9.00,41.94,9.00,41.94,0.00,0.00,783
187,VAY BAND REALWOOD-2 DARK MAT,50.00,274.94,26-06-23,4.66,9.00,20.97,9.00,20.97,0.00,0.00,784
188,VAY BAND 1873,150.00,825.04,27-06-23,4.66,9.00,62.93,9.00,62.93,0.00,0.00,785
189,VAY BAND 1113HG(OFF-WHITE),100.00,849.60,27-06-23,7.20,9.00,64.80,9.00,64.80,0.00,0.00,786
189,VAY BAND 1113MT(OFF-WHITE),100.00,475.54,27-06-23,4.03,9.00,36.27,9.00,36.27,0.00,0.00,787
189,VAY BAND 1261MATT (DARK GREY),50.00,237.78,27-06-23,4.03,9.00,18.14,9.00,18.14,0.00,0.00,788
189,VAY BAND 1401 BLACK MATT,100.00,475.54,27-06-23,4.03,9.00,36.27,9.00,36.27,0.00,0.00,789
189,VAY BAND 1401GL BLACK GLOSSY,50.00,424.80,27-06-23,7.20,9.00,32.40,9.00,32.40,0.00,0.00,790
189,VAY BAND 5170MT,50.00,275.02,27-06-23,4.66,9.00,20.98,9.00,20.98,0.00,0.00,791
189,VAY BAND 5171MT,100.00,550.02,27-06-23,4.66,9.00,41.95,9.00,41.95,0.00,0.00,792
190,VAY BAND 1011MT(P-WHITE),250.00,1188.86,28-06-23,4.03,9.00,90.68,9.00,90.68,0.00,0.00,793
190,VAY BAND 1113MT(OFF-WHITE),250.00,1188.86,28-06-23,4.03,9.00,90.68,9.00,90.68,0.00,0.00,794
190,VAY BAND REALWOOD LIGHT MAT,100.00,515.66,28-06-23,4.37,9.00,39.33,9.00,39.33,0.00,0.00,795
190,VAY BAND REALWOOD-2 DARK MAT,650.00,3351.78,28-06-23,4.37,9.00,255.64,9.00,255.64,0.00,0.00,796
191,VAY BAND 1013,100.00,510.94,28-06-23,4.33,9.00,38.97,9.00,38.97,0.00,0.00,797
191,VAY BAND 10450,100.00,510.94,28-06-23,4.33,9.00,38.97,9.00,38.97,0.00,0.00,798
191,VAY BAND 10485,150.00,766.42,28-06-23,4.33,9.00,58.46,9.00,58.46,0.00,0.00,799
191,VAY BAND 10659,200.00,1021.88,28-06-23,4.33,9.00,77.94,9.00,77.94,0.00,0.00,800
191,VAY BAND 1113HG(OFF-WHITE),100.00,846.06,28-06-23,7.17,9.00,64.53,9.00,64.53,0.00,0.00,801
191,VAY BAND 1113MT(OFF-WHITE),50.00,237.78,28-06-23,4.03,9.00,18.14,9.00,18.14,0.00,0.00,802
191,VAY BAND 11510,150.00,766.42,28-06-23,4.33,9.00,58.46,9.00,58.46,0.00,0.00,803
191,VAY BAND 1267 LITE GREY,100.00,475.54,28-06-23,4.03,9.00,36.27,9.00,36.27,0.00,0.00,804
191,VAY BAND 1401GL BLACK GLOSSY,100.00,846.06,28-06-23,7.17,9.00,64.53,9.00,64.53,0.00,0.00,805
191,VAY BAND 19071,100.00,510.94,28-06-23,4.33,9.00,38.97,9.00,38.97,0.00,0.00,806
191,VAY BAND 30007MT,100.00,510.94,28-06-23,4.33,9.00,38.97,9.00,38.97,0.00,0.00,807
191,VAY BAND 30029MT,150.00,766.42,28-06-23,4.33,9.00,58.46,9.00,58.46,0.00,0.00,808
191,VAY BAND 30072MT,100.00,510.94,28-06-23,4.33,9.00,38.97,9.00,38.97,0.00,0.00,809
191,VAY BAND 5063MT,100.00,510.94,28-06-23,4.33,9.00,38.97,9.00,38.97,0.00,0.00,810
191,VAY BAND 5171MT,100.00,510.94,28-06-23,4.33,9.00,38.97,9.00,38.97,0.00,0.00,811
191,VAY BAND 5373MT,100.00,510.94,28-06-23,4.33,9.00,38.97,9.00,38.97,0.00,0.00,812
191,VAY BAND REALWOOD LIGHT MAT,150.00,766.42,28-06-23,4.33,9.00,58.46,9.00,58.46,0.00,0.00,813
192,VAY BAND 1113MT(OFF-WHITE)-200 MTR,1600.00,7608.64,03-07-23,4.03,9.00,580.32,9.00,580.32,0.00,0.00,814
193,VAY BAND 1011HG(P-WHITE),50.00,424.80,03-07-23,7.20,9.00,32.40,9.00,32.40,0.00,0.00,815
193,VAY BAND 10659,1000.00,5227.40,03-07-23,4.43,9.00,398.70,9.00,398.70,0.00,0.00,816
194,VAY BAND 10659,150.00,784.10,03-07-23,4.43,9.00,59.80,9.00,59.80,0.00,0.00,817
194,VAY BAND 1113MT(OFF-WHITE),750.00,3566.54,03-07-23,4.03,9.00,272.02,9.00,272.02,0.00,0.00,818
194,VAY BAND 1267 LITE GREY,100.00,475.54,03-07-23,4.03,9.00,36.27,9.00,36.27,0.00,0.00,819
194,VAY BAND 1401 BLACK MATT,100.00,475.54,03-07-23,4.03,9.00,36.27,9.00,36.27,0.00,0.00,820
194,VAY BAND REALWOOD-2 DARK MAT,150.00,784.10,03-07-23,4.43,9.00,59.80,9.00,59.80,0.00,0.00,821
195,VAY BAND 1011MT(P-WHITE),250.00,1188.86,03-07-23,4.03,9.00,90.68,9.00,90.68,0.00,0.00,822
196,VAY BAND 10659,300.00,1593.00,06-07-23,4.50,9.00,121.50,9.00,121.50,0.00,0.00,823
196,VAY BAND 1113MT(OFF-WHITE),200.00,951.08,06-07-23,4.03,9.00,72.54,9.00,72.54,0.00,0.00,824
196,VAY BAND 1261MATT (DARK GREY),100.00,475.54,06-07-23,4.03,9.00,36.27,9.00,36.27,0.00,0.00,825
196,VAY BAND 5063MT,150.00,796.50,06-07-23,4.50,9.00,60.75,9.00,60.75,0.00,0.00,826
197,POLYFIX WPC GRADE 50GM,20.00,2114.56,06-07-23,89.60,9.00,161.28,9.00,161.28,0.00,0.00,827
197,POLYFIX-FLX 20GM,25.00,802.40,06-07-23,27.20,9.00,61.20,9.00,61.20,0.00,0.00,828
197,POLYFIX-FLX 50GM,20.00,1569.88,06-07-23,66.52,9.00,119.74,9.00,119.74,0.00,0.00,829
197,VAY BAND 1011HG(P-WHITE),200.00,1652.00,06-07-23,7.00,9.00,126.00,9.00,126.00,0.00,0.00,830
197,VAY BAND 1011MT(P-WHITE),200.00,951.08,06-07-23,4.03,9.00,72.54,9.00,72.54,0.00,0.00,831
197,VAY BAND 10659,150.00,773.50,06-07-23,4.37,9.00,59.00,9.00,59.00,0.00,0.00,832
197,VAY BAND 1113HG(OFF-WHITE),200.00,1652.00,06-07-23,7.00,9.00,126.00,9.00,126.00,0.00,0.00,833
197,VAY BAND 11510,150.00,773.50,06-07-23,4.37,9.00,59.00,9.00,59.00,0.00,0.00,834
197,VAY BAND 1261MATT (DARK GREY),100.00,475.54,06-07-23,4.03,9.00,36.27,9.00,36.27,0.00,0.00,835
197,VAY BAND 5171MT,50.00,257.82,06-07-23,4.37,9.00,19.66,9.00,19.66,0.00,0.00,836
197,WOODSEAL 20GM,25.00,925.12,06-07-23,31.36,9.00,70.56,9.00,70.56,0.00,0.00,837
197,WOODSEAL 50GM,20.00,1760.08,06-07-23,74.58,9.00,134.24,9.00,134.24,0.00,0.00,838
198,VAY BAND 10485,250.00,1303.90,06-07-23,4.42,9.00,99.45,9.00,99.45,0.00,0.00,839
198,VAY BAND 19070,150.00,782.34,06-07-23,4.42,9.00,59.67,9.00,59.67,0.00,0.00,840
198,VAY BAND 19071,250.00,1303.90,06-07-23,4.42,9.00,99.45,9.00,99.45,0.00,0.00,841
198,VAY BAND 5550MT,150.00,782.34,06-07-23,4.42,9.00,59.67,9.00,59.67,0.00,0.00,842
199,VAY BAND 10659 40MM,50.00,650.18,06-07-23,11.02,9.00,49.59,9.00,49.59,0.00,0.00,843
200,POLYFIX WPC GRADE 50GM,40.00,4229.12,06-07-23,89.60,9.00,322.56,9.00,322.56,0.00,0.00,844
200,POLYFIX-FLX 20GM,75.00,2407.20,06-07-23,27.20,9.00,183.60,9.00,183.60,0.00,0.00,845
200,POLYFIX-FLX 50GM,60.00,4709.62,06-07-23,66.52,9.00,359.21,9.00,359.21,0.00,0.00,846
200,WOODSEAL 50GM,60.00,5280.26,06-07-23,74.58,9.00,402.73,9.00,402.73,0.00,0.00,847
201,VAY BAND 10485,100.00,521.56,06-07-23,4.42,9.00,39.78,9.00,39.78,0.00,0.00,848
201,VAY BAND 1401 BLACK MATT,100.00,475.54,06-07-23,4.03,9.00,36.27,9.00,36.27,0.00,0.00,849
201,VAY BAND 1401GL BLACK GLOSSY,100.00,849.60,06-07-23,7.20,9.00,64.80,9.00,64.80,0.00,0.00,850
201,VAY BAND 19074,100.00,521.56,06-07-23,4.42,9.00,39.78,9.00,39.78,0.00,0.00,851
201,VAY BAND 5063MT,200.00,1043.12,06-07-23,4.42,9.00,79.56,9.00,79.56,0.00,0.00,852
201,VAY BAND 5095MT,100.00,521.56,06-07-23,4.42,9.00,39.78,9.00,39.78,0.00,0.00,853
201,VAY BAND 5550MT,100.00,521.56,06-07-23,4.42,9.00,39.78,9.00,39.78,0.00,0.00,854
202,VAY BAND 11510,500.00,2501.60,06-07-23,4.24,9.00,190.80,9.00,190.80,0.00,0.00,855
203,VAY BAND 10485,300.00,1649.64,06-07-23,4.66,9.00,125.82,9.00,125.82,0.00,0.00,856
204,VAY BAND 1013,500.00,2607.80,06-07-23,4.42,9.00,198.90,9.00,198.90,0.00,0.00,857
204,VAY BAND 1261MATT (DARK GREY),500.00,2377.70,06-07-23,4.03,9.00,181.35,9.00,181.35,0.00,0.00,858
204,VAY BAND 1267 LITE GREY,250.00,1188.86,06-07-23,4.03,9.00,90.68,9.00,90.68,0.00,0.00,859
204,VAY BAND 1401GL BLACK GLOSSY,250.00,2000.10,06-07-23,6.78,9.00,152.55,9.00,152.55,0.00,0.00,860
204,VAY BAND 1873,500.00,2607.80,06-07-23,4.42,9.00,198.90,9.00,198.90,0.00,0.00,861
204,VAY BAND 30216MT,250.00,1303.90,06-07-23,4.42,9.00,99.45,9.00,99.45,0.00,0.00,862
205,VAY BAND 19079,250.00,1289.14,08-07-23,4.37,9.00,98.32,9.00,98.32,0.00,0.00,863
205,VAY BAND 30029MT,250.00,1289.14,08-07-23,4.37,9.00,98.32,9.00,98.32,0.00,0.00,864
206,VAY BAND 1011HG(P-WHITE),100.00,849.60,08-07-23,7.20,9.00,64.80,9.00,64.80,0.00,0.00,865
206,VAY BAND 10659,150.00,764.64,08-07-23,4.32,9.00,58.32,9.00,58.32,0.00,0.00,866
206,VAY BAND 1113HG(OFF-WHITE),150.00,1274.40,08-07-23,7.20,9.00,97.20,9.00,97.20,0.00,0.00,867
206,VAY BAND 19071,150.00,764.64,08-07-23,4.32,9.00,58.32,9.00,58.32,0.00,0.00,868
206,VAY BAND 30029MT,150.00,764.64,08-07-23,4.32,9.00,58.32,9.00,58.32,0.00,0.00,869
206,VAY BAND 5095MT,150.00,764.64,08-07-23,4.32,9.00,58.32,9.00,58.32,0.00,0.00,870
