SlNo,Invoice No,Date,Item Name,Rate,Qty,CGST%,CGST,SGST%,SGST,IGST%,IGST,Amount
3574,772,24-07-25,VB-5772 (0.45MMX22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
3575,773,24-07-25,VAY BAND 10659 40MM,11.03,50,9,49.64,9,49.64,0,0,650.78
3576,773,24-07-25,VB-10659 (0.45X22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
3577,773,24-07-25,VB-1873 (0.45X22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
3578,774,25-07-25,VAY BAND 1113HG(OFF-WHITE),6.19,1000,9,557.1,9,557.1,0,0,7304.2
3579,774,25-07-25,VAY BAND 1126 HG (.5),6.19,500,9,278.55,9,278.55,0,0,3652.1
3580,774,25-07-25,VAY BAND 1126 MT .45X22MM,3.6,250,9,81,9,81,0,0,1062
3581,774,25-07-25,VAY BAND1114HG,6.19,1250,9,696.38,9,696.38,0,0,9130.26
3582,774,25-07-25,VAY BAND1135 HG{.5},6.19,250,9,139.28,9,139.28,0,0,1826.06
3583,774,25-07-25,VB-1013 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
3584,774,25-07-25,VB-10659 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
3585,774,25-07-25,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,500,9,162,9,162,0,0,2124
3586,774,25-07-25,VB-1114 MAT (0.45MMX22MM),3.6,750,9,243,9,243,0,0,3186
3587,774,25-07-25,VB-1135 SAGE GREEN (0.45X22),3.6,250,9,81,9,81,0,0,1062
3588,774,25-07-25,VB-1144 MT(0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
3589,774,25-07-25,VB-11510(0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
3590,774,25-07-25,VB-1873 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
3591,774,25-07-25,VB-2891-MT-WOOD-0.45*22,3.94,500,9,177.3,9,177.3,0,0,2324.6
3592,774,25-07-25,VB-5375 SATURNO WALNUT(0.45MMX22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
3593,775,25-07-25,VAY BAND 1126 HG (.5),6.19,100,9,55.71,9,55.71,0,0,730.42
3594,775,25-07-25,VAY BAND 1126 MT .45X22MM,3.6,100,9,32.4,9,32.4,0,0,424.8
3595,775,25-07-25,VAY BAND1135 HG{.5},6.19,100,9,55.71,9,55.71,0,0,730.42
3596,775,25-07-25,VB-10659 (0.45X22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
3597,775,25-07-25,VB-1135 SAGE GREEN (0.45X22),3.6,100,9,32.4,9,32.4,0,0,424.8
3598,775,25-07-25,VB-1263HG(0.5MMX22MM),6.19,100,9,55.71,9,55.71,0,0,730.42
3599,775,25-07-25,VB-19070(0.45MMX22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
3600,775,25-07-25,VB-2892 MT(.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
3601,775,25-07-25,VB-REALWOOD3 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
3602,776,25-07-25,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,300,9,97.2,9,97.2,0,0,1274.4
3603,776,25-07-25,VB-1121 OAK(0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
3604,776,25-07-25,VB-1313MT(0.45MMX22MM),3.6,100,9,32.4,9,32.4,0,0,424.8
3605,776,25-07-25,VB-1873 (0.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
3606,776,25-07-25,VB-REALWOOD3 (0.45X22MM),3.94,300,9,106.38,9,106.38,0,0,1394.76
3607,777,25-07-25,VAY BAND1135 HG{.5},6.19,50,9,27.86,9,27.86,0,0,365.22
3608,778,25-07-25,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,750,9,243,9,243,0,0,3186
3609,778,25-07-25,VB-1261 MAT(0.45MMX22MM),3.6,500,9,162,9,162,0,0,2124
3610,778,25-07-25,VB-5171 (0.45X22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
3611,779,25-07-25,VAY BAND 10659 0.8MMX22MM,8.5,250,9,191.25,9,191.25,0,0,2507.5
3612,779,25-07-25,VAY BAND 11510 2MMX22MM,20.35,150,9,274.73,9,274.73,0,0,3601.96
3613,779,25-07-25,VAY BAND REALWOOD3 0.5X22MM,4.66,100,9,41.94,9,41.94,0,0,549.88
3614,779,25-07-25,VAY BAND REALWUD3 (0.8MMX22MM),8.5,300,9,229.5,9,229.5,0,0,3009
3615,779,25-07-25,VB-10659 (0.45X22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
3616,779,25-07-25,VB-1119(0.5X40MM),11.03,100,9,99.27,9,99.27,0,0,1301.54
3617,779,25-07-25,VB-11510(0.45X22MM),3.94,300,9,106.38,9,106.38,0,0,1394.76
3618,779,25-07-25,VB-19070(0.45MMX22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
3619,779,25-07-25,VB-REALWOOD3 (0.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
3620,780,25-07-25,1135 HG 0.5X40MM,11.88,100,9,106.92,9,106.92,0,0,1401.84
3621,781,25-07-25,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,250,9,81,9,81,0,0,1062
3622,781,25-07-25,VB-1114 MAT (0.45MMX22MM),3.6,250,9,81,9,81,0,0,1062
3623,781,25-07-25,VB-REALWOOD2 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
3624,781,25-07-25,VB-REALWOOD3 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
3625,782,25-07-25,VAY BAND 1126 HG (.5),6.19,100,9,55.71,9,55.71,0,0,730.42
3626,782,25-07-25,VAY BAND 1127 HG (.5),6.19,100,9,55.71,9,55.71,0,0,730.42
3627,782,25-07-25,VAY BAND 1401GL BLACK GLOSSY,6.19,100,9,55.71,9,55.71,0,0,730.42
3628,782,25-07-25,VAY BAND 5170MT,4.67,100,9,42.03,9,42.03,0,0,551.06
3629,782,25-07-25,VAY BAND 6987 (0.45X22),3.94,100,9,35.46,9,35.46,0,0,464.92
3630,782,25-07-25,VAY BAND1135 HG{.5},6.19,100,9,55.71,9,55.71,0,0,730.42
3631,782,25-07-25,VB-1013 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
3632,782,25-07-25,VB-10659 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
3633,782,25-07-25,VB-1117 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
3634,782,25-07-25,VB-1118 (0.45X22MM),3.94,300,9,106.38,9,106.38,0,0,1394.76
3635,782,25-07-25,VB-1123 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
3636,782,25-07-25,VB-1132(0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
3637,782,25-07-25,VB-1141 {0.45X22MM},3.94,100,9,35.46,9,35.46,0,0,464.92
3638,782,25-07-25,VB-1698 {0.45X22MM},3.94,100,9,35.46,9,35.46,0,0,464.92
3639,782,25-07-25,VB-1815 (0.45MMX22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
3640,782,25-07-25,VB-1873 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
3641,782,25-07-25,VB-19074 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
3642,782,25-07-25,VB-19079 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
3643,782,25-07-25,VB-2890 MT(0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
3644,782,25-07-25,VB-2892 MT(.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
3645,782,25-07-25,VB-30034(0.45MMX22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
3646,782,25-07-25,VB-30072 (0.45MMX22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
3647,782,25-07-25,VB-30167 (0.45MMX22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
3648,782,25-07-25,VB-30181(0.45MMX22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
3649,782,25-07-25,VB-5063 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
3650,782,25-07-25,VB-5465 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
3651,782,25-07-25,VB-5772 (0.45MMX22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
3652,782,25-07-25,VB-REALWOOD2 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
3653,782,25-07-25,VB-REALWOOD3 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
3654,783,25-07-25,VB-1114 MAT (0.45MMX22MM),3.6,500,9,162,9,162,0,0,2124
3655,784,26-07-25,VAY BAND 1264 HG (0.5X22MM) DARK GREY,6.19,150,9,83.57,9,83.57,0,0,1095.64
3656,784,26-07-25,VAY BAND1135 HG{.5},6.19,150,9,83.57,9,83.57,0,0,1095.64
3657,784,26-07-25,VB-10485(0.45X22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
3658,784,26-07-25,VB-2891-MT-WOOD-0.45*22,3.94,250,9,88.65,9,88.65,0,0,1162.3
3659,785,26-07-25,VAY BAND1114HG,6.19,200,9,111.42,9,111.42,0,0,1460.84
3660,786,28-07-25,VB-1132(0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
3661,787,28-07-25,VAY BAND 1113HG(OFF-WHITE),6.19,100,9,55.71,9,55.71,0,0,730.42
3662,787,28-07-25,VB-10659 (0.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
3663,787,28-07-25,VB-19070(0.45MMX22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
3664,788,28-07-25,VAY BAND 1114GL 0.5MMX40MM,11.88,100,9,106.92,9,106.92,0,0,1401.84
3665,788,28-07-25,VAY BAND 1264 HG (0.5X22MM) DARK GREY,6.19,100,9,55.71,9,55.71,0,0,730.42
3666,788,28-07-25,VAY BAND1135 HG{.5},6.19,200,9,111.42,9,111.42,0,0,1460.84
3667,788,28-07-25,VB-1263HG(0.5MMX22MM),6.19,100,9,55.71,9,55.71,0,0,730.42
3668,789,28-07-25,VAY BAND 10659 0.8MMX22MM,8.5,500,9,382.5,9,382.5,0,0,5015
3669,789,28-07-25,VAY BAND 1873 0.8MMX22MM,8.5,250,9,191.25,9,191.25,0,0,2507.5
3670,789,28-07-25,VAY BAND 1873 2MMX22MM,20.35,300,9,549.45,9,549.45,0,0,7203.9
3671,789,28-07-25,VB-10659 (0.45X22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
3672,789,28-07-25,VB-1873 (0.45X22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
3673,789,28-07-25,VB-REALWOOD3 (0.45X22MM),3.94,1000,9,354.6,9,354.6,0,0,4649.2
3674,790,28-07-25,1267 HG(0.5X22MM),6.19,100,9,55.71,9,55.71,0,0,730.42
3675,790,28-07-25,VAY BAND 1126 HG (.5),6.19,250,9,139.28,9,139.28,0,0,1826.06
3676,790,28-07-25,VB-10659 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
3677,790,28-07-25,VB-2892 MT(.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
3678,790,28-07-25,VB-30054(0.45MMX22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
3679,790,28-07-25,VB-REALWOOD2 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
3680,790,28-07-25,VB-REALWUD 0.45X22MM,3.94,250,9,88.65,9,88.65,0,0,1162.3
3681,791,29-07-25,VAY BAND 10659 0.8MMX22MM,8.5,50,9,38.25,9,38.25,0,0,501.5
3682,791,29-07-25,VAY BAND 10659 2MMX22MM,20.35,100,9,183.15,9,183.15,0,0,2401.3
3683,791,29-07-25,VB-10659 (0.45X22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
3684,791,29-07-25,VB-1141 {0.45X22MM},3.94,100,9,35.46,9,35.46,0,0,464.92
3685,791,29-07-25,VB-2891-MT-WOOD-0.45*22,3.94,250,9,88.65,9,88.65,0,0,1162.3
3686,791,29-07-25,VB-2892 MT(.45X22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
3687,792,29-07-25,VAY BAND 1113HG (0.8MM),10.17,300,9,274.59,9,274.59,0,0,3600.18
3688,792,29-07-25,VAY BAND 1113MT (0.8MM),7.62,400,9,274.32,9,274.32,0,0,3596.64
3689,792,29-07-25,VAY BAND 1114GL 0.8MMX22MM,10.17,200,9,183.06,9,183.06,0,0,2400.12
3690,792,29-07-25,VAY BAND 1114MT 0.8MMX22MM,7.89,400,9,284.04,9,284.04,0,0,3724.08
3691,792,29-07-25,VAY BAND 1313 HG CLUD GREY,6.19,400,9,222.84,9,222.84,0,0,2921.68
3692,792,29-07-25,VAY BAND 1873 0.8MMX22MM,8.5,200,9,153,9,153,0,0,2006
3693,793,29-07-25,VB-1119 (0.45X22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
3694,793,29-07-25,VB-1119(0.5X40MM),11.03,50,9,49.64,9,49.64,0,0,650.78
3695,793,29-07-25,VB-2891-MT-WOOD-0.45*22,3.94,200,9,70.92,9,70.92,0,0,929.84
3696,793,29-07-25,VB-2892 MT(.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
3697,794,29-07-25,VB-1121 IVORY (0.45MMX22MM),3.5,50,9,15.75,9,15.75,0,0,206.5
3698,794,29-07-25,VB-30216 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
3699,794,29-07-25,VB-5465 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
3700,795,29-07-25,1140 HG (BAGE),6.19,100,9,55.71,9,55.71,0,0,730.42
3701,795,29-07-25,VAY BAND 1313 HG CLUD GREY,6.19,100,9,55.71,9,55.71,0,0,730.42
3702,796,29-07-25,VB-10659 (0.45X22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
3703,796,29-07-25,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,500,9,162,9,162,0,0,2124
3704,797,29-07-25,VAY BAND 1127 HG (.5),6.19,250,9,139.28,9,139.28,0,0,1826.06
3705,797,29-07-25,VAY BAND 1264 HG (0.5X22MM) DARK GREY,6.19,500,9,278.55,9,278.55,0,0,3652.1
3706,797,29-07-25,VB-1140 BAGE (0.45MMX22MM),3.6,250,9,81,9,81,0,0,1062
3707,798,30-07-25,VAY BAND 1873 0.5MMX40MM,11.03,100,9,99.27,9,99.27,0,0,1301.54
3708,798,30-07-25,VB-1013 (0.45X22MM),3.94,300,9,106.38,9,106.38,0,0,1394.76
3709,798,30-07-25,VB-10659 (0.45X22MM),3.94,300,9,106.38,9,106.38,0,0,1394.76
3710,798,30-07-25,VB-1873 (0.45X22MM),3.94,300,9,106.38,9,106.38,0,0,1394.76
3711,799,30-07-25,VAY BAND1114HG,6.19,250,9,139.28,9,139.28,0,0,1826.06
3712,799,30-07-25,VB-1044 (0.45MMX22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
3713,799,30-07-25,VB-1119 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
3714,799,30-07-25,VB-REALWOOD3 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
3715,800,30-07-25,VAY BAND 10659 0.8MMX22MM,8.5,100,9,76.5,9,76.5,0,0,1003
3716,801,30-07-25,VAY BAND 1126 HG (.5),6.19,150,9,83.57,9,83.57,0,0,1095.64
3717,801,30-07-25,VB-1141 {0.45X22MM},3.94,150,9,53.19,9,53.19,0,0,697.38
3718,801,30-07-25,VB-11510(0.45X22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
3719,801,30-07-25,VB-5465 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
3720,801,30-07-25,VB-REALWOOD3 (0.45X22MM),3.94,1000,9,354.6,9,354.6,0,0,4649.2
3721,802,30-07-25,VB-10659 (0.45X22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
3722,803,30-07-25,VAY BAND 11510 2MMX22MM,20.35,100,9,183.15,9,183.15,0,0,2401.3
3723,803,30-07-25,VAY BAND 11510 40MM,11.03,100,9,99.27,9,99.27,0,0,1301.54
3724,804,30-07-25,VAY BAND 1113HG(OFF-WHITE),6.19,100,9,55.71,9,55.71,0,0,730.42
3725,804,30-07-25,VAY BAND1114HG,6.19,100,9,55.71,9,55.71,0,0,730.42
3726,804,30-07-25,VB-1013 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
3727,804,30-07-25,VB-10450 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
3728,804,30-07-25,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,250,9,81,9,81,0,0,1062
3729,804,30-07-25,VB-1114 MAT (0.45MMX22MM),3.6,250,9,81,9,81,0,0,1062
3730,804,30-07-25,VB-19070(0.45MMX22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
3731,804,30-07-25,VB-5465 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
3732,804,30-07-25,VB-REALWOOD2 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
3733,805,30-07-25,VAY BAND 1113HG(OFF-WHITE),6.19,250,9,139.28,9,139.28,0,0,1826.06
3734,805,30-07-25,VAY BAND1114HG,6.19,250,9,139.28,9,139.28,0,0,1826.06
3735,805,30-07-25,VB-5373 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
3736,806,30-07-25,VB-2892 MT(.45X22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
3737,807,30-07-25,VAY BAND 10659 2MMX22MM,20.35,100,9,183.15,9,183.15,0,0,2401.3
3738,807,30-07-25,VAY BAND 1113HG(OFF-WHITE),6.19,100,9,55.71,9,55.71,0,0,730.42
3739,807,30-07-25,VAY BAND 1126 MT .45X22MM,3.6,100,9,32.4,9,32.4,0,0,424.8
3740,807,30-07-25,VAY BAND 1313 HG CLUD GREY,6.19,100,9,55.71,9,55.71,0,0,730.42
3741,807,30-07-25,VAY BAND1114HG,6.19,100,9,55.71,9,55.71,0,0,730.42
3742,807,30-07-25,VB-1121 IVORY (0.45MMX22MM),3.5,100,9,31.5,9,31.5,0,0,413
3743,807,30-07-25,VB-1129 MAT(0.45MMX22MM),3.6,100,9,32.4,9,32.4,0,0,424.8
3744,807,30-07-25,VB-1135 SAGE GREEN (0.45X22),3.6,100,9,32.4,9,32.4,0,0,424.8
3745,807,30-07-25,VB-1140 BAGE (0.45MMX22MM),3.6,100,9,32.4,9,32.4,0,0,424.8
3746,807,30-07-25,VB-1313MT(0.45MMX22MM),3.6,100,9,32.4,9,32.4,0,0,424.8
3747,808,31-07-25,VAY BAND 1313 HG CLUD GREY,6.19,200,9,111.42,9,111.42,0,0,1460.84
3748,808,31-07-25,VB-10659 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
3749,808,31-07-25,VB-2891-MT-WOOD-0.45*22,3.94,250,9,88.65,9,88.65,0,0,1162.3
3750,808,31-07-25,VB-5465 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
3751,809,31-07-25,VAY BAND 10659 0.8MMX22MM,8.5,200,9,153,9,153,0,0,2006
3752,809,31-07-25,VAY BAND 11510MT 0.8MMX22MM,8.5,200,9,153,9,153,0,0,2006
3753,809,31-07-25,VAY BAND 1261 HG(0.8MM),10.17,100,9,91.53,9,91.53,0,0,1200.06
3754,809,31-07-25,VAY BAND 1261 MAT (0.8MM),7.62,100,9,68.58,9,68.58,0,0,899.16
3755,809,31-07-25,VAY BAND REALWUD3 (0.8MMX22MM),8.5,200,9,153,9,153,0,0,2006
3756,809,31-07-25,VAY BAND1126 (0.8MMX22MM),10.17,100,9,91.53,9,91.53,0,0,1200.06
3757,809,31-07-25,VB-1119(0.8MMX22MM),8.71,200,9,156.78,9,156.78,0,0,2055.56
3758,809,31-07-25,VB-1131(O.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
3759,809,31-07-25,VB-1803 ASH DARK(0.45MMX22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
3760,809,31-07-25,VB-1873 (0.45X22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
3761,809,31-07-25,VB-19070(0.45MMX22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
3762,809,31-07-25,VB-2892 MT(.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
3763,810,31-07-25,VAY BAND REALWOOD LIGHT MAT 0.8MMX22MM,8.5,50,9,38.25,9,38.25,0,0,501.5
3764,811,31-07-25,VAY BAND 1264 HG (0.5X22MM) DARK GREY,6.19,250,9,139.28,9,139.28,0,0,1826.06
3765,811,31-07-25,VB-19071 (0.45X22MM),3.94,750,9,265.95,9,265.95,0,0,3486.9
3766,812,31-07-25,VAY BAND1114HG,6.19,150,9,83.57,9,83.57,0,0,1095.64
3767,812,31-07-25,VB-10659 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
3768,812,31-07-25,VB-1114 MAT (0.45MMX22MM),3.6,250,9,81,9,81,0,0,1062
3769,812,31-07-25,VB-1140 BAGE (0.45MMX22MM),3.6,150,9,48.6,9,48.6,0,0,637.2
3770,812,31-07-25,VB-19074 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
3771,812,31-07-25,VB-19079 (0.45X22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
3772,812,31-07-25,VB-5465 (0.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
3773,812,31-07-25,VB-REALWOOD2 (0.45X22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
3774,813,31-07-25,VAY BAND 1126 HG (.5),6.19,250,9,139.28,9,139.28,0,0,1826.06
3775,813,31-07-25,VB-10450 (0.45X22MM),3.94,350,9,124.11,9,124.11,0,0,1627.22
3776,813,31-07-25,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,500,9,162,9,162,0,0,2124
3777,813,31-07-25,VB-1114 MAT (0.45MMX22MM),3.6,650,9,210.6,9,210.6,0,0,2761.2
3778,814,1/8/2025,VAY BAND1114HG,6.19,100,9,55.71,9,55.71,0,0,730.42
3779,814,1/8/2025,VAY BAND1261MT 0.5MMX40MM,8.06,50,9,36.27,9,36.27,0,0,475.54
3780,814,1/8/2025,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,600,9,194.4,9,194.4,0,0,2548.8
3781,814,1/8/2025,VB-1114 MAT (0.45MMX22MM),3.6,200,9,64.8,9,64.8,0,0,849.6
3782,815,1/8/2025,VB-10450 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
3783,815,1/8/2025,VB-1313MT(0.45MMX22MM),3.6,100,9,32.4,9,32.4,0,0,424.8
3784,816,1/8/2025,VAY BAND 1126 HG (.5),6.19,50,9,27.86,9,27.86,0,0,365.22
3785,816,1/8/2025,VAY BAND1135 HG{.5},6.19,50,9,27.86,9,27.86,0,0,365.22
3786,817,1/8/2025,VAY BAND 1126 MT .45X22MM,3.6,500,9,162,9,162,0,0,2124
3787,817,1/8/2025,VB-1114 MAT (0.45MMX22MM),3.6,500,9,162,9,162,0,0,2124
3788,818,1/8/2025,VB-1119 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
3789,819,1/8/2025,VB-1119 (0.45X22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
3790,820,1/8/2025,VB-1803 ASH DARK(0.45MMX22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
3791,821,2/8/2025,VAY BAND 1113HG(OFF-WHITE),6.19,1000,9,557.1,9,557.1,0,0,7304.2
3792,821,2/8/2025,VAY BAND 1313 HG CLUD GREY,6.19,300,9,167.13,9,167.13,0,0,2191.26
3793,821,2/8/2025,VAY BAND1114HG,6.19,300,9,167.13,9,167.13,0,0,2191.26
3794,821,2/8/2025,VAY BAND1135 HG{.5},6.19,400,9,222.84,9,222.84,0,0,2921.68
3795,821,2/8/2025,VB-1401MT (0.45X22MM),3.6,200,9,64.8,9,64.8,0,0,849.6
3796,821,2/8/2025,VB-REALWOOD2 (0.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
3797,821,2/8/2025,VB-REALWOOD3 (0.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
3798,822,2/8/2025,VB-10485(0.45X22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
3799,822,2/8/2025,VB-10659 (0.45X22MM),3.94,350,9,124.11,9,124.11,0,0,1627.22
3800,823,2/8/2025,1267 HG(0.5X22MM),6.19,150,9,83.57,9,83.57,0,0,1095.64
3801,823,2/8/2025,VAY BAND 1114GL 0.5MMX40MM,11.88,150,9,160.38,9,160.38,0,0,2102.76
3802,823,2/8/2025,VAY BAND 1261HG (DARK GREY),6.19,150,9,83.57,9,83.57,0,0,1095.64
3803,823,2/8/2025,VAY BAND 1267 LITE GREY,4.03,150,9,54.4,9,54.4,0,0,713.3
3804,823,2/8/2025,VAY BAND1114HG,6.19,250,9,139.28,9,139.28,0,0,1826.06
3805,823,2/8/2025,VB-19071 (0.45X22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
3806,824,2/8/2025,VAY BAND 1126 HG (.5),6.19,50,9,27.86,9,27.86,0,0,365.22
3807,824,2/8/2025,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,50,9,16.2,9,16.2,0,0,212.4
3808,825,2/8/2025,VAY BAND1135 HG{.5},6.19,300,9,167.13,9,167.13,0,0,2191.26
3809,826,2/8/2025,VAY BAND 1267 LITE GREY,4.03,250,9,90.68,9,90.68,0,0,1188.86
3810,826,2/8/2025,VB-1140 BAGE (0.45MMX22MM),3.6,100,9,32.4,9,32.4,0,0,424.8
3811,827,2/8/2025,VAY BAND 1113HG(OFF-WHITE),6.19,50,9,27.86,9,27.86,0,0,365.22
3812,827,2/8/2025,VAY BAND 1114GL 0.5MMX40MM,11.88,50,9,53.46,9,53.46,0,0,700.92
3813,827,2/8/2025,VAY BAND1114HG,6.19,100,9,55.71,9,55.71,0,0,730.42
3814,828,2/8/2025,VAY BAND1114HG,6.19,750,9,417.82,9,417.82,0,0,5478.14
3815,828,2/8/2025,VB-1121 OAK(0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
3816,829,2/8/2025,VAY BAND 1113HG(OFF-WHITE),6.19,100,9,55.71,9,55.71,0,0,730.42
3817,829,2/8/2025,VB-1122 VENGA( 0.45X22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
3818,829,2/8/2025,VB-5373 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
3819,829,2/8/2025,VB-REALWOOD3 (0.45X22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
3820,830,4/8/2025,VAY BAND 1126 HG (.5),6.19,100,9,55.71,9,55.71,0,0,730.42
3821,831,4/8/2025,VB-REALWOOD3 (0.45X22MM),3.94,1500,9,531.9,9,531.9,0,0,6973.8
3822,832,4/8/2025,VB-10659 (0.45X22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
3823,832,4/8/2025,VB-10659 MT(0.8MMX40MM),16.52,50,9,74.34,9,74.34,0,0,974.68
3824,833,4/8/2025,VAY BAND 1113HG(OFF-WHITE),6.19,250,9,139.28,9,139.28,0,0,1826.06
3825,833,4/8/2025,VAY BAND 1873 0.8MMX22MM,8.5,350,9,267.75,9,267.75,0,0,3510.5
3826,833,4/8/2025,VAY BAND1114HG,6.19,200,9,111.42,9,111.42,0,0,1460.84
